order_id,date,product_id,product_name,category,warehouse,region,units_sold,unit_price,revenue,promotion,holiday,date_year,date_month,date_day,date_weekday,date_quarter
1131,2024-07-07,P003,Chair,Furniture,Hyderabad,South,30,5000,150000,No,No,2024,7,7,Sunday,3
1132,2024-07-07,P004,Rice,Grocery,Delhi,North,8,60,480,No,No,2024,7,7,Sunday,3
1133,2024-07-07,P005,Tshirt,Clothing,Bengaluru,South,13,800,10400,No,No,2024,7,7,Sunday,3
1134,2024-07-07,P006,Mixer,Home Appliances,Kolkata,East,16,3500,56000,No,No,2024,7,7,Sunday,3
1135,2024-07-08,P001,Laptop,Electronics,Kolkata,East,24,60000,1440000,No,No,2024,7,8,Monday,3
1136,2024-07-08,P002,Phone,Electronics,Delhi,North,10,30000,300000,No,No,2024,7,8,Monday,3
1137,2024-07-08,P003,Chair,Furniture,Hyderabad,South,8,5000,40000,No,No,2024,7,8,Monday,3
1138,2024-07-08,P004,Rice,Grocery,Kolkata,East,35,60,2100,No,No,2024,7,8,Monday,3
1139,2024-07-08,P005,Tshirt,Clothing,Delhi,North,32,800,25600,No,No,2024,7,8,Monday,3
1140,2024-07-08,P006,Mixer,Home Appliances,Bengaluru,South,28,3500,98000,No,No,2024,7,8,Monday,3
1141,2024-07-09,P001,Laptop,Electronics,Mumbai,West,29,60000,1740000,No,No,2024,7,9,Tuesday,3
1142,2024-07-09,P002,Phone,Electronics,Bengaluru,South,32,30000,960000,No,No,2024,7,9,Tuesday,3
1143,2024-07-09,P003,Chair,Furniture,Bengaluru,South,14,5000,70000,No,No,2024,7,9,Tuesday,3
1144,2024-07-09,P004,Rice,Grocery,Delhi,North,37,60,2220,No,No,2024,7,9,Tuesday,3
1145,2024-07-09,P005,Tshirt,Clothing,Kolkata,East,83,800,66400,Yes,No,2024,7,9,Tuesday,3
1146,2024-07-09,P006,Mixer,Home Appliances,Bengaluru,South,38,3500,133000,No,No,2024,7,9,Tuesday,3
1147,2024-07-10,P001,Laptop,Electronics,Mumbai,West,34,60000,2040000,No,No,2024,7,10,Wednesday,3
1148,2024-07-10,P002,Phone,Electronics,Delhi,North,19,30000,570000,No,No,2024,7,10,Wednesday,3
1149,2024-07-10,P003,Chair,Furniture,Delhi,North,16,5000,80000,No,No,2024,7,10,Wednesday,3
1150,2024-07-10,P004,Rice,Grocery,Mumbai,West,22,60,1320,No,No,2024,7,10,Wednesday,3
1151,2024-07-10,P005,Tshirt,Clothing,Mumbai,West,31,800,24800,No,No,2024,7,10,Wednesday,3
1152,2024-07-10,P006,Mixer,Home Appliances,Mumbai,West,29,3500,101500,No,No,2024,7,10,Wednesday,3
1153,2024-07-11,P001,Laptop,Electronics,Hyderabad,South,19,60000,1140000,No,No,2024,7,11,Thursday,3
1154,2024-07-11,P002,Phone,Electronics,Delhi,North,57,30000,1710000,Yes,No,2024,7,11,Thursday,3
1155,2024-07-11,P003,Chair,Furniture,Bengaluru,South,40,5000,200000,No,No,2024,7,11,Thursday,3
1156,2024-07-11,P004,Rice,Grocery,Bengaluru,South,29,60,1740,Yes,No,2024,7,11,Thursday,3
1157,2024-07-11,P005,Tshirt,Clothing,Delhi,North,30,800,24000,No,No,2024,7,11,Thursday,3
1158,2024-07-11,P006,Mixer,Home Appliances,Mumbai,West,11,3500,38500,No,No,2024,7,11,Thursday,3
1159,2024-07-12,P001,Laptop,Electronics,Hyderabad,South,26,60000,1560000,No,No,2024,7,12,Friday,3
1160,2024-07-12,P002,Phone,Electronics,Kolkata,East,16,30000,480000,No,No,2024,7,12,Friday,3
1161,2024-07-12,P003,Chair,Furniture,Mumbai,West,30,5000,150000,No,No,2024,7,12,Friday,3
1162,2024-07-12,P004,Rice,Grocery,Delhi,North,34,60,2040,No,No,2024,7,12,Friday,3
1163,2024-07-12,P005,Tshirt,Clothing,Kolkata,East,22,800,17600,No,No,2024,7,12,Friday,3
1164,2024-07-12,P006,Mixer,Home Appliances,Delhi,North,10,3500,35000,No,No,2024,7,12,Friday,3
1165,2024-07-13,P001,Laptop,Electronics,Bengaluru,South,27,60000,1620000,No,No,2024,7,13,Saturday,3
1166,2024-07-13,P002,Phone,Electronics,Bengaluru,South,39,30000,1170000,No,No,2024,7,13,Saturday,3
1167,2024-07-13,P003,Chair,Furniture,Mumbai,West,7,5000,35000,No,No,2024,7,13,Saturday,3
1168,2024-07-13,P004,Rice,Grocery,Bengaluru,South,40,60,2400,No,No,2024,7,13,Saturday,3
1169,2024-07-13,P005,Tshirt,Clothing,Hyderabad,South,29,800,23200,No,No,2024,7,13,Saturday,3
1170,2024-07-13,P006,Mixer,Home Appliances,Mumbai,West,6,3500,21000,No,No,2024,7,13,Saturday,3
1171,2024-07-14,P001,Laptop,Electronics,Delhi,North,28,60000,1680000,No,No,2024,7,14,Sunday,3
1172,2024-07-14,P002,Phone,Electronics,Mumbai,West,34,30000,1020000,No,No,2024,7,14,Sunday,3
1173,2024-07-14,P003,Chair,Furniture,Delhi,North,15,5000,75000,No,No,2024,7,14,Sunday,3
1174,2024-07-14,P004,Rice,Grocery,Bengaluru,South,33,60,1980,No,No,2024,7,14,Sunday,3
1175,2024-07-14,P005,Tshirt,Clothing,Delhi,North,34,800,27200,No,No,2024,7,14,Sunday,3
1176,2024-07-14,P006,Mixer,Home Appliances,Kolkata,East,21,3500,73500,No,No,2024,7,14,Sunday,3
1177,2024-07-15,P001,Laptop,Electronics,Kolkata,East,34,60000,2040000,No,No,2024,7,15,Monday,3
1178,2024-07-15,P002,Phone,Electronics,Kolkata,East,36,30000,1080000,No,No,2024,7,15,Monday,3
1179,2024-07-15,P003,Chair,Furniture,Bengaluru,South,39,5000,195000,No,No,2024,7,15,Monday,3
1180,2024-07-15,P004,Rice,Grocery,Delhi,North,20,60,1200,No,No,2024,7,15,Monday,3
1181,2024-07-15,P005,Tshirt,Clothing,Hyderabad,South,26,800,20800,No,No,2024,7,15,Monday,3
1182,2024-07-15,P006,Mixer,Home Appliances,Mumbai,West,28,3500,98000,No,No,2024,7,15,Monday,3
1183,2024-07-16,P001,Laptop,Electronics,Kolkata,East,38,60000,2280000,No,No,2024,7,16,Tuesday,3
1184,2024-07-16,P002,Phone,Electronics,Mumbai,West,72,30000,2160000,Yes,No,2024,7,16,Tuesday,3
1185,2024-07-16,P003,Chair,Furniture,Mumbai,West,32,5000,160000,No,No,2024,7,16,Tuesday,3
1186,2024-07-16,P004,Rice,Grocery,Delhi,North,28,60,1680,No,No,2024,7,16,Tuesday,3
1187,2024-07-16,P005,Tshirt,Clothing,Delhi,North,10,800,8000,No,No,2024,7,16,Tuesday,3
1188,2024-07-16,P006,Mixer,Home Appliances,Bengaluru,South,22,3500,77000,No,No,2024,7,16,Tuesday,3
1189,2024-07-17,P001,Laptop,Electronics,Hyderabad,South,28,60000,1680000,No,No,2024,7,17,Wednesday,3
1190,2024-07-17,P002,Phone,Electronics,Kolkata,East,55,30000,1650000,Yes,No,2024,7,17,Wednesday,3
1191,2024-07-17,P003,Chair,Furniture,Mumbai,West,17,5000,85000,No,No,2024,7,17,Wednesday,3
1192,2024-07-17,P004,Rice,Grocery,Hyderabad,South,35,60,2100,No,No,2024,7,17,Wednesday,3
1193,2024-07-17,P005,Tshirt,Clothing,Bengaluru,South,34,800,27200,No,No,2024,7,17,Wednesday,3
1194,2024-07-17,P006,Mixer,Home Appliances,Kolkata,East,51,3500,178500,Yes,No,2024,7,17,Wednesday,3
1195,2024-07-18,P001,Laptop,Electronics,Hyderabad,South,19,60000,1140000,No,No,2024,7,18,Thursday,3
1196,2024-07-18,P002,Phone,Electronics,Hyderabad,South,12,30000,360000,No,No,2024,7,18,Thursday,3
1197,2024-07-18,P003,Chair,Furniture,Delhi,North,31,5000,155000,No,No,2024,7,18,Thursday,3
1198,2024-07-18,P004,Rice,Grocery,Bengaluru,South,37,60,2220,No,No,2024,7,18,Thursday,3
1199,2024-07-18,P005,Tshirt,Clothing,Bengaluru,South,23,800,18400,No,No,2024,7,18,Thursday,3
1200,2024-07-18,P006,Mixer,Home Appliances,Kolkata,East,37,3500,129500,No,No,2024,7,18,Thursday,3
1201,2024-07-19,P001,Laptop,Electronics,Mumbai,West,18,60000,1080000,No,No,2024,7,19,Friday,3
1202,2024-07-19,P002,Phone,Electronics,Mumbai,West,23,30000,690000,No,No,2024,7,19,Friday,3
1203,2024-07-19,P003,Chair,Furniture,Hyderabad,South,16,5000,80000,No,No,2024,7,19,Friday,3
1204,2024-07-19,P004,Rice,Grocery,Delhi,North,22,60,1320,No,No,2024,7,19,Friday,3
1205,2024-07-19,P005,Tshirt,Clothing,Bengaluru,South,13,800,10400,No,No,2024,7,19,Friday,3
1206,2024-07-19,P006,Mixer,Home Appliances,Hyderabad,South,7,3500,24500,No,No,2024,7,19,Friday,3
1207,2024-07-20,P001,Laptop,Electronics,Mumbai,West,27,60000,1620000,No,No,2024,7,20,Saturday,3
1208,2024-07-20,P002,Phone,Electronics,Mumbai,West,10,30000,300000,No,No,2024,7,20,Saturday,3
1209,2024-07-20,P003,Chair,Furniture,Delhi,North,26,5000,130000,No,No,2024,7,20,Saturday,3
1210,2024-07-20,P004,Rice,Grocery,Hyderabad,South,30,60,1800,No,No,2024,7,20,Saturday,3
1211,2024-07-20,P005,Tshirt,Clothing,Bengaluru,South,12,800,9600,No,No,2024,7,20,Saturday,3
1212,2024-07-20,P006,Mixer,Home Appliances,Hyderabad,South,55,3500,192500,Yes,No,2024,7,20,Saturday,3
1213,2024-07-21,P001,Laptop,Electronics,Bengaluru,South,20,60000,1200000,No,No,2024,7,21,Sunday,3
1214,2024-07-21,P002,Phone,Electronics,Hyderabad,South,5,30000,150000,No,No,2024,7,21,Sunday,3
1215,2024-07-21,P003,Chair,Furniture,Mumbai,West,90,5000,450000,Yes,No,2024,7,21,Sunday,3
1216,2024-07-21,P004,Rice,Grocery,Mumbai,West,18,60,1080,No,No,2024,7,21,Sunday,3
1217,2024-07-21,P005,Tshirt,Clothing,Delhi,North,23,800,18400,No,No,2024,7,21,Sunday,3
1218,2024-07-21,P006,Mixer,Home Appliances,Bengaluru,South,22,3500,77000,No,No,2024,7,21,Sunday,3
1219,2024-07-22,P001,Laptop,Electronics,Bengaluru,South,36,60000,2160000,No,No,2024,7,22,Monday,3
1220,2024-07-22,P002,Phone,Electronics,Kolkata,East,36,30000,1080000,No,No,2024,7,22,Monday,3
1221,2024-07-22,P003,Chair,Furniture,Kolkata,East,36,5000,180000,No,No,2024,7,22,Monday,3
1222,2024-07-22,P004,Rice,Grocery,Delhi,North,31,60,1860,No,No,2024,7,22,Monday,3
1223,2024-07-22,P005,Tshirt,Clothing,Bengaluru,South,25,800,20000,No,No,2024,7,22,Monday,3
1224,2024-07-22,P006,Mixer,Home Appliances,Mumbai,West,26,3500,91000,No,No,2024,7,22,Monday,3
1225,2024-07-23,P001,Laptop,Electronics,Mumbai,West,35,60000,2100000,No,No,2024,7,23,Tuesday,3
1226,2024-07-23,P002,Phone,Electronics,Hyderabad,South,38,30000,1140000,No,No,2024,7,23,Tuesday,3
1227,2024-07-23,P003,Chair,Furniture,Kolkata,East,87,5000,435000,Yes,No,2024,7,23,Tuesday,3
1228,2024-07-23,P004,Rice,Grocery,Delhi,North,29,60,1740,No,No,2024,7,23,Tuesday,3
1229,2024-07-23,P005,Tshirt,Clothing,Mumbai,West,32,800,25600,No,No,2024,7,23,Tuesday,3
1230,2024-07-23,P006,Mixer,Home Appliances,Kolkata,East,10,3500,35000,No,No,2024,7,23,Tuesday,3
1231,2024-07-24,P001,Laptop,Electronics,Hyderabad,South,24,60000,1440000,No,No,2024,7,24,Wednesday,3
1232,2024-07-24,P002,Phone,Electronics,Hyderabad,South,28,30000,840000,No,No,2024,7,24,Wednesday,3
1233,2024-07-24,P003,Chair,Furniture,Hyderabad,South,25,5000,125000,No,No,2024,7,24,Wednesday,3
1234,2024-07-24,P004,Rice,Grocery,Hyderabad,South,24,60,1440,No,No,2024,7,24,Wednesday,3
1235,2024-07-24,P005,Tshirt,Clothing,Hyderabad,South,9,800,7200,No,No,2024,7,24,Wednesday,3
1236,2024-07-24,P006,Mixer,Home Appliances,Delhi,North,20,3500,70000,No,No,2024,7,24,Wednesday,3
1237,2024-07-25,P001,Laptop,Electronics,Hyderabad,South,30,60000,1800000,No,No,2024,7,25,Thursday,3
1238,2024-07-25,P002,Phone,Electronics,Mumbai,West,7,30000,210000,No,No,2024,7,25,Thursday,3
1239,2024-07-25,P003,Chair,Furniture,Kolkata,East,9,5000,45000,No,No,2024,7,25,Thursday,3
1240,2024-07-25,P004,Rice,Grocery,Bengaluru,South,7,60,420,No,No,2024,7,25,Thursday,3
1241,2024-07-25,P005,Tshirt,Clothing,Mumbai,West,22,800,17600,No,No,2024,7,25,Thursday,3
1242,2024-07-25,P006,Mixer,Home Appliances,Mumbai,West,22,3500,77000,No,No,2024,7,25,Thursday,3
1243,2024-07-26,P001,Laptop,Electronics,Bengaluru,South,14,60000,840000,No,No,2024,7,26,Friday,3
1244,2024-07-26,P002,Phone,Electronics,Bengaluru,South,31,30000,930000,No,No,2024,7,26,Friday,3
1245,2024-07-26,P003,Chair,Furniture,Kolkata,East,39,5000,195000,No,No,2024,7,26,Friday,3
1246,2024-07-26,P004,Rice,Grocery,Delhi,North,14,60,840,No,No,2024,7,26,Friday,3
1247,2024-07-26,P005,Tshirt,Clothing,Hyderabad,South,30,800,24000,No,No,2024,7,26,Friday,3
1248,2024-07-26,P006,Mixer,Home Appliances,Delhi,North,5,3500,17500,No,No,2024,7,26,Friday,3
1249,2024-07-27,P001,Laptop,Electronics,Hyderabad,South,31,60000,1860000,Yes,No,2024,7,27,Saturday,3
1250,2024-07-27,P002,Phone,Electronics,Bengaluru,South,25,30000,750000,No,No,2024,7,27,Saturday,3
1251,2024-07-27,P003,Chair,Furniture,Bengaluru,South,94,5000,470000,Yes,No,2024,7,27,Saturday,3
1252,2024-07-27,P004,Rice,Grocery,Delhi,North,29,60,1740,No,No,2024,7,27,Saturday,3
1253,2024-07-27,P005,Tshirt,Clothing,Kolkata,East,23,800,18400,No,No,2024,7,27,Saturday,3
1254,2024-07-27,P006,Mixer,Home Appliances,Delhi,North,29,3500,101500,No,No,2024,7,27,Saturday,3
1255,2024-07-28,P001,Laptop,Electronics,Kolkata,East,10,60000,600000,No,No,2024,7,28,Sunday,3
1256,2024-07-28,P002,Phone,Electronics,Mumbai,West,27,30000,810000,No,No,2024,7,28,Sunday,3
1257,2024-07-28,P003,Chair,Furniture,Hyderabad,South,6,5000,30000,No,No,2024,7,28,Sunday,3
1258,2024-07-28,P004,Rice,Grocery,Delhi,North,27,60,1620,No,No,2024,7,28,Sunday,3
1259,2024-07-28,P005,Tshirt,Clothing,Bengaluru,South,39,800,31200,No,No,2024,7,28,Sunday,3
1260,2024-07-28,P006,Mixer,Home Appliances,Kolkata,East,33,3500,115500,No,No,2024,7,28,Sunday,3
1261,2024-07-29,P001,Laptop,Electronics,Delhi,North,37,60000,2220000,No,No,2024,7,29,Monday,3
1262,2024-07-29,P002,Phone,Electronics,Kolkata,East,21,30000,630000,No,No,2024,7,29,Monday,3
1263,2024-07-29,P003,Chair,Furniture,Kolkata,East,25,5000,125000,No,No,2024,7,29,Monday,3
1264,2024-07-29,P004,Rice,Grocery,Delhi,North,15,60,900,No,No,2024,7,29,Monday,3
1265,2024-07-29,P005,Tshirt,Clothing,Bengaluru,South,25,800,20000,No,No,2024,7,29,Monday,3
1266,2024-07-29,P006,Mixer,Home Appliances,Kolkata,East,65,3500,227500,Yes,No,2024,7,29,Monday,3
1267,2024-07-30,P001,Laptop,Electronics,Hyderabad,South,30,60000,1800000,No,No,2024,7,30,Tuesday,3
1268,2024-07-30,P002,Phone,Electronics,Kolkata,East,40,30000,1200000,No,No,2024,7,30,Tuesday,3
1269,2024-07-30,P003,Chair,Furniture,Kolkata,East,24,5000,120000,No,No,2024,7,30,Tuesday,3
1270,2024-07-30,P004,Rice,Grocery,Kolkata,East,27,60,1620,No,No,2024,7,30,Tuesday,3
1271,2024-07-30,P005,Tshirt,Clothing,Kolkata,East,5,800,4000,No,No,2024,7,30,Tuesday,3
1272,2024-07-30,P006,Mixer,Home Appliances,Mumbai,West,16,3500,56000,No,No,2024,7,30,Tuesday,3
1273,2024-07-31,P001,Laptop,Electronics,Kolkata,East,14,60000,840000,No,No,2024,7,31,Wednesday,3
1274,2024-07-31,P002,Phone,Electronics,Mumbai,West,9,30000,270000,No,No,2024,7,31,Wednesday,3
1275,2024-07-31,P003,Chair,Furniture,Hyderabad,South,35,5000,175000,No,No,2024,7,31,Wednesday,3
1276,2024-07-31,P004,Rice,Grocery,Hyderabad,South,94,60,5640,Yes,No,2024,7,31,Wednesday,3
1277,2024-07-31,P005,Tshirt,Clothing,Bengaluru,South,40,800,32000,No,No,2024,7,31,Wednesday,3
1278,2024-07-31,P006,Mixer,Home Appliances,Mumbai,West,19,3500,66500,No,No,2024,7,31,Wednesday,3
1279,2024-08-01,P001,Laptop,Electronics,Bengaluru,South,29,60000,1740000,No,No,2024,8,1,Thursday,3
1280,2024-08-01,P002,Phone,Electronics,Mumbai,West,63,30000,1890000,Yes,No,2024,8,1,Thursday,3
1281,2024-08-01,P003,Chair,Furniture,Delhi,North,32,5000,160000,No,No,2024,8,1,Thursday,3
1282,2024-08-01,P004,Rice,Grocery,Delhi,North,69,60,4140,Yes,No,2024,8,1,Thursday,3
1283,2024-08-01,P005,Tshirt,Clothing,Hyderabad,South,14,800,11200,No,No,2024,8,1,Thursday,3
1284,2024-08-01,P006,Mixer,Home Appliances,Bengaluru,South,85,3500,297500,Yes,No,2024,8,1,Thursday,3
1285,2024-08-02,P001,Laptop,Electronics,Hyderabad,South,7,60000,420000,No,No,2024,8,2,Friday,3
1286,2024-08-02,P002,Phone,Electronics,Hyderabad,South,15,30000,450000,No,No,2024,8,2,Friday,3
1287,2024-08-02,P003,Chair,Furniture,Kolkata,East,14,5000,70000,No,No,2024,8,2,Friday,3
1288,2024-08-02,P004,Rice,Grocery,Kolkata,East,28,60,1680,No,No,2024,8,2,Friday,3
1289,2024-08-02,P005,Tshirt,Clothing,Delhi,North,5,800,4000,No,No,2024,8,2,Friday,3
1290,2024-08-02,P006,Mixer,Home Appliances,Kolkata,East,37,3500,129500,No,No,2024,8,2,Friday,3
1291,2024-08-03,P001,Laptop,Electronics,Kolkata,East,26,60000,1560000,No,No,2024,8,3,Saturday,3
1292,2024-08-03,P002,Phone,Electronics,Bengaluru,South,10,30000,300000,No,No,2024,8,3,Saturday,3
1293,2024-08-03,P003,Chair,Furniture,Delhi,North,8,5000,40000,No,No,2024,8,3,Saturday,3
1294,2024-08-03,P004,Rice,Grocery,Kolkata,East,22,60,1320,No,No,2024,8,3,Saturday,3
1295,2024-08-03,P005,Tshirt,Clothing,Kolkata,East,36,800,28800,No,No,2024,8,3,Saturday,3
1296,2024-08-03,P006,Mixer,Home Appliances,Delhi,North,33,3500,115500,No,No,2024,8,3,Saturday,3
1297,2024-08-04,P001,Laptop,Electronics,Delhi,North,34,60000,2040000,No,No,2024,8,4,Sunday,3
1298,2024-08-04,P002,Phone,Electronics,Mumbai,West,31,30000,930000,No,No,2024,8,4,Sunday,3
1299,2024-08-04,P003,Chair,Furniture,Kolkata,East,21,5000,105000,No,No,2024,8,4,Sunday,3
1300,2024-08-04,P004,Rice,Grocery,Mumbai,West,39,60,2340,No,No,2024,8,4,Sunday,3
1301,2024-08-04,P005,Tshirt,Clothing,Bengaluru,South,20,800,16000,No,No,2024,8,4,Sunday,3
1302,2024-08-04,P006,Mixer,Home Appliances,Hyderabad,South,38,3500,133000,No,No,2024,8,4,Sunday,3
1303,2024-08-05,P001,Laptop,Electronics,Bengaluru,South,37,60000,2220000,Yes,No,2024,8,5,Monday,3
1304,2024-08-05,P002,Phone,Electronics,Kolkata,East,9,30000,270000,No,No,2024,8,5,Monday,3
1305,2024-08-05,P003,Chair,Furniture,Hyderabad,South,31,5000,155000,Yes,No,2024,8,5,Monday,3
1306,2024-08-05,P004,Rice,Grocery,Delhi,North,51,60,3060,Yes,No,2024,8,5,Monday,3
1307,2024-08-05,P005,Tshirt,Clothing,Bengaluru,South,29,800,23200,No,No,2024,8,5,Monday,3
1308,2024-08-05,P006,Mixer,Home Appliances,Bengaluru,South,9,3500,31500,No,No,2024,8,5,Monday,3
1309,2024-08-06,P001,Laptop,Electronics,Mumbai,West,93,60000,5580000,Yes,No,2024,8,6,Tuesday,3
1310,2024-08-06,P002,Phone,Electronics,Kolkata,East,9,30000,270000,No,No,2024,8,6,Tuesday,3
1311,2024-08-06,P003,Chair,Furniture,Kolkata,East,40,5000,200000,No,No,2024,8,6,Tuesday,3
1312,2024-08-06,P004,Rice,Grocery,Delhi,North,12,60,720,No,No,2024,8,6,Tuesday,3
1313,2024-08-06,P005,Tshirt,Clothing,Mumbai,West,32,800,25600,No,No,2024,8,6,Tuesday,3
1314,2024-08-06,P006,Mixer,Home Appliances,Bengaluru,South,23,3500,80500,No,No,2024,8,6,Tuesday,3
1315,2024-08-07,P001,Laptop,Electronics,Hyderabad,South,29,60000,1740000,No,No,2024,8,7,Wednesday,3
1316,2024-08-07,P002,Phone,Electronics,Delhi,North,57,30000,1710000,Yes,No,2024,8,7,Wednesday,3
1317,2024-08-07,P003,Chair,Furniture,Delhi,North,66,5000,330000,Yes,No,2024,8,7,Wednesday,3
1318,2024-08-07,P004,Rice,Grocery,Mumbai,West,5,60,300,No,No,2024,8,7,Wednesday,3
1319,2024-08-07,P005,Tshirt,Clothing,Hyderabad,South,34,800,27200,No,No,2024,8,7,Wednesday,3
1320,2024-08-07,P006,Mixer,Home Appliances,Hyderabad,South,40,3500,140000,No,No,2024,8,7,Wednesday,3
1321,2024-08-08,P001,Laptop,Electronics,Kolkata,East,40,60000,2400000,No,No,2024,8,8,Thursday,3
1322,2024-08-08,P002,Phone,Electronics,Kolkata,East,31,30000,930000,No,No,2024,8,8,Thursday,3
1323,2024-08-08,P003,Chair,Furniture,Kolkata,East,27,5000,135000,No,No,2024,8,8,Thursday,3
1324,2024-08-08,P004,Rice,Grocery,Kolkata,East,18,60,1080,No,No,2024,8,8,Thursday,3
1325,2024-08-08,P005,Tshirt,Clothing,Delhi,North,13,800,10400,No,No,2024,8,8,Thursday,3
1326,2024-08-08,P006,Mixer,Home Appliances,Hyderabad,South,20,3500,70000,No,No,2024,8,8,Thursday,3
1327,2024-08-09,P001,Laptop,Electronics,Bengaluru,South,17,60000,1020000,No,No,2024,8,9,Friday,3
1328,2024-08-09,P002,Phone,Electronics,Bengaluru,South,39,30000,1170000,No,No,2024,8,9,Friday,3
1329,2024-08-09,P003,Chair,Furniture,Kolkata,East,20,5000,100000,No,No,2024,8,9,Friday,3
1330,2024-08-09,P004,Rice,Grocery,Kolkata,East,32,60,1920,No,No,2024,8,9,Friday,3
1331,2024-08-09,P005,Tshirt,Clothing,Delhi,North,30,800,24000,No,No,2024,8,9,Friday,3
1332,2024-08-09,P006,Mixer,Home Appliances,Bengaluru,South,31,3500,108500,No,No,2024,8,9,Friday,3
1333,2024-08-10,P001,Laptop,Electronics,Mumbai,West,9,60000,540000,No,No,2024,8,10,Saturday,3
1334,2024-08-10,P002,Phone,Electronics,Kolkata,East,34,30000,1020000,No,No,2024,8,10,Saturday,3
1335,2024-08-10,P003,Chair,Furniture,Delhi,North,14,5000,70000,No,No,2024,8,10,Saturday,3
1336,2024-08-10,P004,Rice,Grocery,Delhi,North,34,60,2040,No,No,2024,8,10,Saturday,3
1337,2024-08-10,P005,Tshirt,Clothing,Kolkata,East,27,800,21600,No,No,2024,8,10,Saturday,3
1338,2024-08-10,P006,Mixer,Home Appliances,Delhi,North,7,3500,24500,No,No,2024,8,10,Saturday,3
1339,2024-08-11,P001,Laptop,Electronics,Hyderabad,South,7,60000,420000,No,No,2024,8,11,Sunday,3
1340,2024-08-11,P002,Phone,Electronics,Delhi,North,14,30000,420000,No,No,2024,8,11,Sunday,3
1341,2024-08-11,P003,Chair,Furniture,Hyderabad,South,19,5000,95000,No,No,2024,8,11,Sunday,3
1342,2024-08-11,P004,Rice,Grocery,Kolkata,East,6,60,360,No,No,2024,8,11,Sunday,3
1343,2024-08-11,P005,Tshirt,Clothing,Hyderabad,South,38,800,30400,No,No,2024,8,11,Sunday,3
1344,2024-08-11,P006,Mixer,Home Appliances,Delhi,North,8,3500,28000,No,No,2024,8,11,Sunday,3
1345,2024-08-12,P001,Laptop,Electronics,Mumbai,West,38,60000,2280000,No,No,2024,8,12,Monday,3
1346,2024-08-12,P002,Phone,Electronics,Bengaluru,South,18,30000,540000,No,No,2024,8,12,Monday,3
1347,2024-08-12,P003,Chair,Furniture,Bengaluru,South,10,5000,50000,No,No,2024,8,12,Monday,3
1348,2024-08-12,P004,Rice,Grocery,Mumbai,West,38,60,2280,No,No,2024,8,12,Monday,3
1349,2024-08-12,P005,Tshirt,Clothing,Bengaluru,South,31,800,24800,No,No,2024,8,12,Monday,3
1350,2024-08-12,P006,Mixer,Home Appliances,Mumbai,West,18,3500,63000,No,No,2024,8,12,Monday,3
1351,2024-08-13,P001,Laptop,Electronics,Kolkata,East,32,60000,1920000,No,No,2024,8,13,Tuesday,3
1352,2024-08-13,P002,Phone,Electronics,Hyderabad,South,14,30000,420000,No,No,2024,8,13,Tuesday,3
1353,2024-08-13,P003,Chair,Furniture,Mumbai,West,17,5000,85000,No,No,2024,8,13,Tuesday,3
1354,2024-08-13,P004,Rice,Grocery,Bengaluru,South,14,60,840,No,No,2024,8,13,Tuesday,3
1355,2024-08-13,P005,Tshirt,Clothing,Bengaluru,South,23,800,18400,No,No,2024,8,13,Tuesday,3
1356,2024-08-13,P006,Mixer,Home Appliances,Kolkata,East,37,3500,129500,No,No,2024,8,13,Tuesday,3
1357,2024-08-14,P001,Laptop,Electronics,Kolkata,East,24,60000,1440000,No,No,2024,8,14,Wednesday,3
1358,2024-08-14,P002,Phone,Electronics,Mumbai,West,37,30000,1110000,No,No,2024,8,14,Wednesday,3
1359,2024-08-14,P003,Chair,Furniture,Mumbai,West,11,5000,55000,No,No,2024,8,14,Wednesday,3
1360,2024-08-14,P004,Rice,Grocery,Kolkata,East,21,60,1260,No,No,2024,8,14,Wednesday,3
1361,2024-08-14,P005,Tshirt,Clothing,Kolkata,East,40,800,32000,No,No,2024,8,14,Wednesday,3
1362,2024-08-14,P006,Mixer,Home Appliances,Kolkata,East,37,3500,129500,No,No,2024,8,14,Wednesday,3
1363,2024-08-15,P001,Laptop,Electronics,Delhi,North,14,60000,840000,No,No,2024,8,15,Thursday,3
1364,2024-08-15,P002,Phone,Electronics,Delhi,North,15,30000,450000,No,No,2024,8,15,Thursday,3
1365,2024-08-15,P003,Chair,Furniture,Mumbai,West,18,5000,90000,No,No,2024,8,15,Thursday,3
1366,2024-08-15,P004,Rice,Grocery,Hyderabad,South,36,60,2160,No,No,2024,8,15,Thursday,3
1367,2024-08-15,P005,Tshirt,Clothing,Mumbai,West,14,800,11200,No,No,2024,8,15,Thursday,3
1368,2024-08-15,P006,Mixer,Home Appliances,Delhi,North,16,3500,56000,No,No,2024,8,15,Thursday,3
1369,2024-08-16,P001,Laptop,Electronics,Kolkata,East,40,60000,2400000,No,No,2024,8,16,Friday,3
1370,2024-08-16,P002,Phone,Electronics,Mumbai,West,6,30000,180000,No,No,2024,8,16,Friday,3
1371,2024-08-16,P003,Chair,Furniture,Bengaluru,South,11,5000,55000,No,No,2024,8,16,Friday,3
1372,2024-08-16,P004,Rice,Grocery,Hyderabad,South,20,60,1200,No,No,2024,8,16,Friday,3
1373,2024-08-16,P005,Tshirt,Clothing,Mumbai,West,22,800,17600,No,No,2024,8,16,Friday,3
