date,product_id,warehouse,opening_stock,received_stock,closing_stock,reorder_level,lead_time_days,date_year,date_month,date_day,date_weekday,date_quarter
2024-04-25,P001,Kolkata,737,67,270,150,10,2024,4,25,Thursday,2
2024-04-25,P002,Kolkata,293,61,565,150,6,2024,4,25,Thursday,2
2024-04-25,P003,Kolkata,470,60,777,150,7,2024,4,25,Thursday,2
2024-04-25,P004,Delhi,333,39,892,150,6,2024,4,25,Thursday,2
2024-04-25,P005,Mumbai,906,121,482,150,7,2024,4,25,Thursday,2
2024-04-25,P006,Mumbai,563,201,389,150,8,2024,4,25,Thursday,2
2024-04-26,P001,Delhi,913,80,741,150,7,2024,4,26,Friday,2
2024-04-26,P002,Bengaluru,505,122,870,150,10,2024,4,26,Friday,2
2024-04-26,P003,Delhi,986,226,634,150,7,2024,4,26,Friday,2
2024-04-26,P004,Mumbai,403,48,200,150,3,2024,4,26,Friday,2
2024-04-26,P005,Kolkata,202,137,753,150,10,2024,4,26,Friday,2
2024-04-26,P006,Delhi,909,274,701,150,10,2024,4,26,Friday,2
2024-04-27,P001,Kolkata,911,172,954,150,5,2024,4,27,Saturday,2
2024-04-27,P002,Delhi,882,95,887,150,4,2024,4,27,Saturday,2
2024-04-27,P003,Kolkata,624,55,386,150,8,2024,4,27,Saturday,2
2024-04-27,P004,Mumbai,489,173,985,150,3,2024,4,27,Saturday,2
2024-04-27,P005,Kolkata,845,95,437,150,9,2024,4,27,Saturday,2
2024-04-27,P006,Bengaluru,341,196,552,150,6,2024,4,27,Saturday,2
2024-04-28,P001,Kolkata,255,206,136,150,2,2024,4,28,Sunday,2
2024-04-28,P002,Bengaluru,706,38,785,150,4,2024,4,28,Sunday,2
2024-04-28,P003,Hyderabad,430,141,644,150,7,2024,4,28,Sunday,2
2024-04-28,P004,Kolkata,615,67,307,150,7,2024,4,28,Sunday,2
2024-04-28,P005,Mumbai,751,97,722,150,2,2024,4,28,Sunday,2
2024-04-28,P006,Kolkata,219,279,132,150,3,2024,4,28,Sunday,2
2024-04-29,P001,Bengaluru,369,30,287,150,4,2024,4,29,Monday,2
2024-04-29,P002,Bengaluru,854,54,282,150,4,2024,4,29,Monday,2
2024-04-29,P003,Delhi,791,229,294,150,9,2024,4,29,Monday,2
2024-04-29,P004,Bengaluru,520,221,805,150,9,2024,4,29,Monday,2
2024-04-29,P005,Mumbai,261,15,605,150,4,2024,4,29,Monday,2
2024-04-29,P006,Hyderabad,860,59,188,150,8,2024,4,29,Monday,2
2024-04-30,P001,Delhi,441,103,870,150,10,2024,4,30,Tuesday,2
2024-04-30,P002,Bengaluru,747,240,836,150,6,2024,4,30,Tuesday,2
2024-04-30,P003,Delhi,535,110,816,150,3,2024,4,30,Tuesday,2
2024-04-30,P004,Bengaluru,528,153,582,150,9,2024,4,30,Tuesday,2
2024-04-30,P005,Kolkata,543,118,598,150,3,2024,4,30,Tuesday,2
2024-04-30,P006,Delhi,843,251,428,150,9,2024,4,30,Tuesday,2
2024-05-01,P001,Kolkata,350,267,228,150,3,2024,5,1,Wednesday,2
2024-05-01,P002,Bengaluru,482,262,906,150,3,2024,5,1,Wednesday,2
2024-05-01,P003,Delhi,208,42,149,150,3,2024,5,1,Wednesday,2
2024-05-01,P004,Bengaluru,713,239,504,150,7,2024,5,1,Wednesday,2
2024-05-01,P005,Kolkata,627,204,759,150,8,2024,5,1,Wednesday,2
2024-05-01,P006,Delhi,529,54,323,150,7,2024,5,1,Wednesday,2
2024-05-02,P001,Hyderabad,460,281,678,150,7,2024,5,2,Thursday,2
2024-05-02,P002,Hyderabad,539,244,369,150,4,2024,5,2,Thursday,2
2024-05-02,P003,Mumbai,640,288,741,150,10,2024,5,2,Thursday,2
2024-05-02,P004,Hyderabad,785,43,202,150,10,2024,5,2,Thursday,2
2024-05-02,P005,Mumbai,399,253,978,150,9,2024,5,2,Thursday,2
2024-05-02,P006,Mumbai,661,148,766,150,3,2024,5,2,Thursday,2
2024-05-03,P001,Bengaluru,950,169,235,150,3,2024,5,3,Friday,2
2024-05-03,P002,Kolkata,881,299,479,150,3,2024,5,3,Friday,2
2024-05-03,P003,Delhi,564,262,717,150,4,2024,5,3,Friday,2
2024-05-03,P004,Bengaluru,235,162,487,150,2,2024,5,3,Friday,2
2024-05-03,P005,Bengaluru,893,151,274,150,7,2024,5,3,Friday,2
2024-05-03,P006,Hyderabad,477,169,232,150,10,2024,5,3,Friday,2
2024-05-04,P001,Bengaluru,337,74,534,150,10,2024,5,4,Saturday,2
2024-05-04,P002,Mumbai,529,254,678,150,5,2024,5,4,Saturday,2
2024-05-04,P003,Kolkata,610,282,763,150,2,2024,5,4,Saturday,2
2024-05-04,P004,Bengaluru,311,66,533,150,4,2024,5,4,Saturday,2
2024-05-04,P005,Bengaluru,302,223,862,150,10,2024,5,4,Saturday,2
2024-05-04,P006,Hyderabad,770,167,972,150,6,2024,5,4,Saturday,2
2024-05-05,P001,Hyderabad,261,96,931,150,9,2024,5,5,Sunday,2
2024-05-05,P002,Kolkata,309,264,743,150,5,2024,5,5,Sunday,2
2024-05-05,P003,Bengaluru,800,14,399,150,3,2024,5,5,Sunday,2
2024-05-05,P004,Kolkata,954,286,420,150,4,2024,5,5,Sunday,2
2024-05-05,P005,Delhi,339,209,137,150,8,2024,5,5,Sunday,2
2024-05-05,P006,Mumbai,800,135,195,150,3,2024,5,5,Sunday,2
2024-05-06,P001,Mumbai,637,237,698,150,2,2024,5,6,Monday,2
2024-05-06,P002,Bengaluru,476,158,596,150,8,2024,5,6,Monday,2
2024-05-06,P003,Mumbai,967,146,344,150,10,2024,5,6,Monday,2
2024-05-06,P004,Hyderabad,823,29,423,150,5,2024,5,6,Monday,2
2024-05-06,P005,Kolkata,452,224,495,150,4,2024,5,6,Monday,2
2024-05-06,P006,Bengaluru,581,126,247,150,5,2024,5,6,Monday,2
2024-05-07,P001,Mumbai,834,269,697,150,8,2024,5,7,Tuesday,2
2024-05-07,P002,Kolkata,989,55,215,150,7,2024,5,7,Tuesday,2
2024-05-07,P003,Kolkata,654,43,115,150,3,2024,5,7,Tuesday,2
2024-05-07,P004,Mumbai,666,92,163,150,8,2024,5,7,Tuesday,2
2024-05-07,P005,Bengaluru,438,72,537,150,6,2024,5,7,Tuesday,2
2024-05-07,P006,Kolkata,591,174,624,150,3,2024,5,7,Tuesday,2
2024-05-08,P001,Hyderabad,434,96,418,150,8,2024,5,8,Wednesday,2
2024-05-08,P002,Bengaluru,927,190,839,150,9,2024,5,8,Wednesday,2
2024-05-08,P003,Hyderabad,375,115,700,150,4,2024,5,8,Wednesday,2
2024-05-08,P004,Bengaluru,854,73,955,150,10,2024,5,8,Wednesday,2
2024-05-08,P005,Mumbai,772,68,308,150,10,2024,5,8,Wednesday,2
2024-05-08,P006,Kolkata,652,107,108,150,10,2024,5,8,Wednesday,2
2024-05-09,P001,Delhi,252,36,853,150,6,2024,5,9,Thursday,2
2024-05-09,P002,Bengaluru,624,280,712,150,5,2024,5,9,Thursday,2
2024-05-09,P003,Mumbai,571,206,571,150,5,2024,5,9,Thursday,2
2024-05-09,P004,Hyderabad,603,221,541,150,10,2024,5,9,Thursday,2
2024-05-09,P005,Hyderabad,859,299,474,150,7,2024,5,9,Thursday,2
2024-05-09,P006,Hyderabad,260,203,798,150,9,2024,5,9,Thursday,2
2024-05-10,P001,Delhi,273,185,482,150,9,2024,5,10,Friday,2
2024-05-10,P002,Delhi,559,41,674,150,7,2024,5,10,Friday,2
2024-05-10,P003,Bengaluru,277,133,762,150,8,2024,5,10,Friday,2
2024-05-10,P004,Kolkata,813,254,946,150,2,2024,5,10,Friday,2
2024-05-10,P005,Hyderabad,214,81,485,150,9,2024,5,10,Friday,2
2024-05-10,P006,Delhi,855,63,801,150,10,2024,5,10,Friday,2
2024-05-11,P001,Mumbai,612,17,379,150,5,2024,5,11,Saturday,2
2024-05-11,P002,Kolkata,879,263,568,150,8,2024,5,11,Saturday,2
2024-05-11,P003,Mumbai,610,125,662,150,6,2024,5,11,Saturday,2
2024-05-11,P004,Mumbai,615,183,526,150,9,2024,5,11,Saturday,2
2024-05-11,P005,Delhi,916,122,728,150,2,2024,5,11,Saturday,2
2024-05-11,P006,Kolkata,384,276,603,150,8,2024,5,11,Saturday,2
2024-05-12,P001,Bengaluru,771,262,314,150,6,2024,5,12,Sunday,2
2024-05-12,P002,Kolkata,552,253,927,150,3,2024,5,12,Sunday,2
2024-05-12,P003,Delhi,625,94,181,150,8,2024,5,12,Sunday,2
2024-05-12,P004,Mumbai,745,5,783,150,6,2024,5,12,Sunday,2
2024-05-12,P005,Mumbai,279,112,743,150,5,2024,5,12,Sunday,2
2024-05-12,P006,Delhi,595,45,491,150,9,2024,5,12,Sunday,2
2024-05-13,P001,Bengaluru,549,39,706,150,9,2024,5,13,Monday,2
2024-05-13,P002,Mumbai,204,6,700,150,6,2024,5,13,Monday,2
2024-05-13,P003,Hyderabad,592,152,242,150,5,2024,5,13,Monday,2
2024-05-13,P004,Bengaluru,337,135,244,150,5,2024,5,13,Monday,2
2024-05-13,P005,Hyderabad,290,141,610,150,2,2024,5,13,Monday,2
2024-05-13,P006,Kolkata,532,104,433,150,5,2024,5,13,Monday,2
2024-05-14,P001,Mumbai,362,198,892,150,10,2024,5,14,Tuesday,2
2024-05-14,P002,Bengaluru,363,47,531,150,7,2024,5,14,Tuesday,2
2024-05-14,P003,Delhi,678,267,486,150,3,2024,5,14,Tuesday,2
2024-05-14,P004,Bengaluru,407,204,379,150,8,2024,5,14,Tuesday,2
2024-05-14,P005,Hyderabad,473,290,683,150,6,2024,5,14,Tuesday,2
2024-05-14,P006,Delhi,741,108,668,150,9,2024,5,14,Tuesday,2
2024-05-15,P001,Kolkata,935,247,310,150,10,2024,5,15,Wednesday,2
2024-05-15,P002,Mumbai,901,295,437,150,7,2024,5,15,Wednesday,2
2024-05-15,P003,Mumbai,298,293,364,150,3,2024,5,15,Wednesday,2
2024-05-15,P004,Delhi,637,270,283,150,8,2024,5,15,Wednesday,2
2024-05-15,P005,Delhi,453,151,522,150,3,2024,5,15,Wednesday,2
2024-05-15,P006,Hyderabad,618,179,871,150,2,2024,5,15,Wednesday,2
2024-05-16,P001,Kolkata,348,176,674,150,5,2024,5,16,Thursday,2
2024-05-16,P002,Kolkata,568,157,805,150,7,2024,5,16,Thursday,2
2024-05-16,P003,Delhi,982,222,481,150,5,2024,5,16,Thursday,2
2024-05-16,P004,Bengaluru,465,194,718,150,5,2024,5,16,Thursday,2
2024-05-16,P005,Kolkata,526,196,924,150,7,2024,5,16,Thursday,2
2024-05-16,P006,Hyderabad,215,164,670,150,6,2024,5,16,Thursday,2
2024-05-17,P001,Delhi,444,112,340,150,5,2024,5,17,Friday,2
2024-05-17,P002,Delhi,454,278,766,150,10,2024,5,17,Friday,2
2024-05-17,P003,Delhi,483,152,124,150,7,2024,5,17,Friday,2
2024-05-17,P004,Bengaluru,582,266,321,150,2,2024,5,17,Friday,2
2024-05-17,P005,Mumbai,848,209,920,150,10,2024,5,17,Friday,2
2024-05-17,P006,Bengaluru,662,198,805,150,5,2024,5,17,Friday,2
2024-05-18,P001,Kolkata,595,282,777,150,7,2024,5,18,Saturday,2
2024-05-18,P002,Kolkata,497,50,944,150,2,2024,5,18,Saturday,2
2024-05-18,P003,Delhi,766,70,730,150,6,2024,5,18,Saturday,2
2024-05-18,P004,Kolkata,389,97,186,150,8,2024,5,18,Saturday,2
2024-05-18,P005,Bengaluru,900,208,858,150,5,2024,5,18,Saturday,2
2024-05-18,P006,Hyderabad,623,17,100,150,7,2024,5,18,Saturday,2
2024-05-19,P001,Bengaluru,761,212,344,150,9,2024,5,19,Sunday,2
2024-05-19,P002,Kolkata,327,262,765,150,2,2024,5,19,Sunday,2
2024-05-19,P003,Bengaluru,312,12,764,150,3,2024,5,19,Sunday,2
2024-05-19,P004,Hyderabad,428,42,480,150,5,2024,5,19,Sunday,2
2024-05-19,P005,Delhi,342,117,214,150,7,2024,5,19,Sunday,2
2024-05-19,P006,Delhi,297,201,421,150,9,2024,5,19,Sunday,2
2024-05-20,P001,Hyderabad,900,63,646,150,7,2024,5,20,Monday,2
2024-05-20,P002,Kolkata,852,134,189,150,7,2024,5,20,Monday,2
2024-05-20,P003,Hyderabad,482,20,141,150,8,2024,5,20,Monday,2
2024-05-20,P004,Hyderabad,688,241,562,150,7,2024,5,20,Monday,2
2024-05-20,P005,Kolkata,631,17,603,150,10,2024,5,20,Monday,2
2024-05-20,P006,Delhi,303,237,354,150,5,2024,5,20,Monday,2
2024-05-21,P001,Bengaluru,928,204,757,150,5,2024,5,21,Tuesday,2
2024-05-21,P002,Delhi,970,24,578,150,7,2024,5,21,Tuesday,2
2024-05-21,P003,Hyderabad,250,288,942,150,2,2024,5,21,Tuesday,2
2024-05-21,P004,Bengaluru,793,186,811,150,4,2024,5,21,Tuesday,2
2024-05-21,P005,Bengaluru,905,192,563,150,3,2024,5,21,Tuesday,2
2024-05-21,P006,Bengaluru,771,117,448,150,6,2024,5,21,Tuesday,2
2024-05-22,P001,Bengaluru,816,53,164,150,10,2024,5,22,Wednesday,2
2024-05-22,P002,Delhi,496,115,112,150,4,2024,5,22,Wednesday,2
2024-05-22,P003,Bengaluru,377,44,419,150,6,2024,5,22,Wednesday,2
2024-05-22,P004,Bengaluru,273,57,401,150,5,2024,5,22,Wednesday,2
2024-05-22,P005,Kolkata,490,193,487,150,4,2024,5,22,Wednesday,2
2024-05-22,P006,Hyderabad,368,133,510,150,10,2024,5,22,Wednesday,2
2024-05-23,P001,Bengaluru,450,296,589,150,9,2024,5,23,Thursday,2
2024-05-23,P002,Delhi,957,14,271,150,5,2024,5,23,Thursday,2
2024-05-23,P003,Bengaluru,734,76,378,150,8,2024,5,23,Thursday,2
2024-05-23,P004,Delhi,681,84,385,150,10,2024,5,23,Thursday,2
2024-05-23,P005,Delhi,562,171,125,150,2,2024,5,23,Thursday,2
2024-05-23,P006,Delhi,497,170,774,150,8,2024,5,23,Thursday,2
2024-05-24,P001,Bengaluru,990,180,210,150,5,2024,5,24,Friday,2
2024-05-24,P002,Delhi,741,101,130,150,6,2024,5,24,Friday,2
2024-05-24,P003,Kolkata,465,134,309,150,7,2024,5,24,Friday,2
2024-05-24,P004,Bengaluru,451,136,428,150,5,2024,5,24,Friday,2
2024-05-24,P005,Hyderabad,957,247,272,150,6,2024,5,24,Friday,2
2024-05-24,P006,Mumbai,849,22,100,150,4,2024,5,24,Friday,2
2024-05-25,P001,Bengaluru,319,180,912,150,3,2024,5,25,Saturday,2
2024-05-25,P002,Delhi,769,113,252,150,8,2024,5,25,Saturday,2
2024-05-25,P003,Kolkata,635,295,203,150,7,2024,5,25,Saturday,2
2024-05-25,P004,Bengaluru,905,23,893,150,3,2024,5,25,Saturday,2
2024-05-25,P005,Kolkata,330,187,634,150,6,2024,5,25,Saturday,2
2024-05-25,P006,Hyderabad,410,289,169,150,6,2024,5,25,Saturday,2
2024-05-26,P001,Kolkata,359,71,867,150,4,2024,5,26,Sunday,2
2024-05-26,P002,Delhi,568,213,349,150,10,2024,5,26,Sunday,2
2024-05-26,P003,Hyderabad,678,51,887,150,10,2024,5,26,Sunday,2
2024-05-26,P004,Hyderabad,324,46,986,150,6,2024,5,26,Sunday,2
2024-05-26,P005,Hyderabad,273,275,420,150,2,2024,5,26,Sunday,2
2024-05-26,P006,Bengaluru,745,30,232,150,3,2024,5,26,Sunday,2
2024-05-27,P001,Delhi,919,149,145,150,5,2024,5,27,Monday,2
2024-05-27,P002,Hyderabad,891,177,896,150,7,2024,5,27,Monday,2
2024-05-27,P003,Delhi,913,101,824,150,9,2024,5,27,Monday,2
2024-05-27,P004,Hyderabad,939,134,875,150,3,2024,5,27,Monday,2
2024-05-27,P005,Delhi,475,40,945,150,10,2024,5,27,Monday,2
2024-05-27,P006,Bengaluru,672,32,157,150,10,2024,5,27,Monday,2
2024-05-28,P001,Bengaluru,717,38,552,150,9,2024,5,28,Tuesday,2
2024-05-28,P002,Mumbai,774,262,687,150,2,2024,5,28,Tuesday,2
2024-05-28,P003,Kolkata,780,206,752,150,9,2024,5,28,Tuesday,2
2024-05-28,P004,Delhi,715,53,953,150,2,2024,5,28,Tuesday,2
2024-05-28,P005,Mumbai,396,247,346,150,3,2024,5,28,Tuesday,2
2024-05-28,P006,Delhi,283,283,653,150,7,2024,5,28,Tuesday,2
2024-05-29,P001,Bengaluru,629,215,785,150,9,2024,5,29,Wednesday,2
2024-05-29,P002,Delhi,720,149,523,150,9,2024,5,29,Wednesday,2
2024-05-29,P003,Delhi,820,183,988,150,2,2024,5,29,Wednesday,2
2024-05-29,P004,Mumbai,954,92,669,150,6,2024,5,29,Wednesday,2
2024-05-29,P005,Mumbai,261,283,394,150,6,2024,5,29,Wednesday,2
2024-05-29,P006,Delhi,647,223,698,150,6,2024,5,29,Wednesday,2
2024-05-30,P001,Bengaluru,846,150,268,150,8,2024,5,30,Thursday,2
2024-05-30,P002,Delhi,593,190,855,150,10,2024,5,30,Thursday,2
2024-05-30,P003,Delhi,813,32,818,150,4,2024,5,30,Thursday,2
2024-05-30,P004,Hyderabad,330,283,876,150,9,2024,5,30,Thursday,2
2024-05-30,P005,Kolkata,980,133,593,150,6,2024,5,30,Thursday,2
2024-05-30,P006,Delhi,876,9,760,150,5,2024,5,30,Thursday,2
2024-05-31,P001,Hyderabad,507,230,243,150,5,2024,5,31,Friday,2
2024-05-31,P002,Mumbai,438,151,243,150,3,2024,5,31,Friday,2
2024-05-31,P003,Kolkata,321,151,493,150,4,2024,5,31,Friday,2
2024-05-31,P004,Kolkata,218,117,192,150,4,2024,5,31,Friday,2
2024-05-31,P005,Bengaluru,565,267,750,150,2,2024,5,31,Friday,2
2024-05-31,P006,Hyderabad,331,94,360,150,5,2024,5,31,Friday,2
2024-06-01,P001,Delhi,904,163,632,150,7,2024,6,1,Saturday,2
2024-06-01,P002,Hyderabad,534,154,529,150,9,2024,6,1,Saturday,2
2024-06-01,P003,Kolkata,281,27,164,150,5,2024,6,1,Saturday,2
2024-06-01,P004,Hyderabad,249,149,344,150,5,2024,6,1,Saturday,2
2024-06-01,P005,Mumbai,540,21,926,150,7,2024,6,1,Saturday,2
2024-06-01,P006,Kolkata,933,51,421,150,2,2024,6,1,Saturday,2
2024-06-02,P001,Kolkata,208,195,179,150,10,2024,6,2,Sunday,2
2024-06-02,P002,Mumbai,627,209,928,150,8,2024,6,2,Sunday,2
2024-06-02,P003,Delhi,981,96,592,150,2,2024,6,2,Sunday,2
2024-06-02,P004,Delhi,912,215,605,150,4,2024,6,2,Sunday,2
2024-06-02,P005,Hyderabad,314,283,757,150,6,2024,6,2,Sunday,2
2024-06-02,P006,Kolkata,355,146,919,150,2,2024,6,2,Sunday,2
2024-06-03,P001,Bengaluru,765,86,462,150,9,2024,6,3,Monday,2
2024-06-03,P002,Hyderabad,479,144,315,150,5,2024,6,3,Monday,2
2024-06-03,P003,Delhi,980,53,611,150,8,2024,6,3,Monday,2
2024-06-03,P004,Hyderabad,640,251,640,150,5,2024,6,3,Monday,2
2024-06-03,P005,Bengaluru,841,153,715,150,4,2024,6,3,Monday,2
2024-06-03,P006,Kolkata,418,176,334,150,5,2024,6,3,Monday,2
2024-06-04,P001,Bengaluru,920,143,103,150,9,2024,6,4,Tuesday,2
2024-06-04,P002,Delhi,704,64,780,150,3,2024,6,4,Tuesday,2
2024-06-04,P003,Hyderabad,413,141,706,150,9,2024,6,4,Tuesday,2
2024-06-04,P004,Kolkata,770,79,374,150,5,2024,6,4,Tuesday,2
2024-06-04,P005,Bengaluru,270,0,155,150,7,2024,6,4,Tuesday,2
2024-06-04,P006,Mumbai,276,50,863,150,5,2024,6,4,Tuesday,2
2024-06-05,P001,Hyderabad,536,230,142,150,10,2024,6,5,Wednesday,2
2024-06-05,P002,Delhi,891,47,170,150,6,2024,6,5,Wednesday,2
2024-06-05,P003,Kolkata,521,90,483,150,5,2024,6,5,Wednesday,2
2024-06-05,P004,Delhi,247,64,543,150,9,2024,6,5,Wednesday,2
2024-06-05,P005,Delhi,757,297,718,150,5,2024,6,5,Wednesday,2
2024-06-05,P006,Kolkata,801,192,652,150,5,2024,6,5,Wednesday,2
2024-06-06,P001,Bengaluru,526,253,734,150,2,2024,6,6,Thursday,2
2024-06-06,P002,Delhi,922,58,792,150,3,2024,6,6,Thursday,2
2024-06-06,P003,Mumbai,522,259,321,150,9,2024,6,6,Thursday,2
2024-06-06,P004,Hyderabad,459,244,598,150,5,2024,6,6,Thursday,2
2024-06-06,P005,Mumbai,872,0,637,150,3,2024,6,6,Thursday,2
2024-06-06,P006,Mumbai,328,205,935,150,10,2024,6,6,Thursday,2
2024-06-07,P001,Bengaluru,926,220,550,150,4,2024,6,7,Friday,2
2024-06-07,P002,Hyderabad,301,76,936,150,3,2024,6,7,Friday,2
2024-06-07,P003,Hyderabad,601,103,416,150,4,2024,6,7,Friday,2
2024-06-07,P004,Bengaluru,254,70,657,150,3,2024,6,7,Friday,2
2024-06-07,P005,Delhi,954,45,838,150,9,2024,6,7,Friday,2
2024-06-07,P006,Hyderabad,468,154,481,150,10,2024,6,7,Friday,2
2024-06-08,P001,Bengaluru,837,70,764,150,9,2024,6,8,Saturday,2
2024-06-08,P002,Bengaluru,568,214,868,150,5,2024,6,8,Saturday,2
2024-06-08,P003,Delhi,392,209,305,150,7,2024,6,8,Saturday,2
2024-06-08,P004,Bengaluru,617,281,690,150,3,2024,6,8,Saturday,2
2024-06-08,P005,Hyderabad,467,74,235,150,6,2024,6,8,Saturday,2
2024-06-08,P006,Kolkata,924,52,114,150,9,2024,6,8,Saturday,2
2024-06-09,P001,Mumbai,352,211,369,150,3,2024,6,9,Sunday,2
2024-06-09,P002,Delhi,266,265,950,150,5,2024,6,9,Sunday,2
2024-06-09,P003,Kolkata,422,180,654,150,4,2024,6,9,Sunday,2
2024-06-09,P004,Delhi,961,17,875,150,7,2024,6,9,Sunday,2
2024-06-09,P005,Hyderabad,450,288,806,150,7,2024,6,9,Sunday,2
2024-06-09,P006,Kolkata,836,141,493,150,5,2024,6,9,Sunday,2
2024-06-10,P001,Kolkata,486,272,935,150,9,2024,6,10,Monday,2
2024-06-10,P002,Bengaluru,293,9,266,150,2,2024,6,10,Monday,2
2024-06-10,P003,Mumbai,531,139,658,150,3,2024,6,10,Monday,2
2024-06-10,P004,Bengaluru,570,214,847,150,3,2024,6,10,Monday,2
2024-06-10,P005,Kolkata,462,135,457,150,2,2024,6,10,Monday,2
2024-06-10,P006,Kolkata,275,132,551,150,8,2024,6,10,Monday,2
2024-06-11,P001,Delhi,599,54,482,150,6,2024,6,11,Tuesday,2
2024-06-11,P002,Bengaluru,770,33,195,150,9,2024,6,11,Tuesday,2
2024-06-11,P003,Kolkata,430,65,556,150,7,2024,6,11,Tuesday,2
2024-06-11,P004,Delhi,570,269,310,150,9,2024,6,11,Tuesday,2
2024-06-11,P005,Hyderabad,281,265,717,150,3,2024,6,11,Tuesday,2
2024-06-11,P006,Kolkata,964,154,429,150,6,2024,6,11,Tuesday,2
2024-06-12,P001,Mumbai,564,40,282,150,2,2024,6,12,Wednesday,2
2024-06-12,P002,Hyderabad,285,27,897,150,6,2024,6,12,Wednesday,2
2024-06-12,P003,Kolkata,618,137,410,150,9,2024,6,12,Wednesday,2
2024-06-12,P004,Kolkata,394,163,781,150,6,2024,6,12,Wednesday,2
2024-06-12,P005,Delhi,640,74,744,150,2,2024,6,12,Wednesday,2
2024-06-12,P006,Hyderabad,493,149,112,150,3,2024,6,12,Wednesday,2
2024-06-13,P001,Mumbai,290,95,589,150,8,2024,6,13,Thursday,2
2024-06-13,P002,Bengaluru,836,30,207,150,2,2024,6,13,Thursday,2
2024-06-13,P003,Hyderabad,479,74,466,150,4,2024,6,13,Thursday,2
2024-06-13,P004,Kolkata,908,23,567,150,5,2024,6,13,Thursday,2
2024-06-13,P005,Kolkata,977,37,967,150,3,2024,6,13,Thursday,2
2024-06-13,P006,Hyderabad,771,181,894,150,9,2024,6,13,Thursday,2
2024-06-14,P001,Mumbai,858,25,127,150,10,2024,6,14,Friday,2
2024-06-14,P002,Mumbai,410,99,566,150,2,2024,6,14,Friday,2
2024-06-14,P003,Hyderabad,802,85,514,150,4,2024,6,14,Friday,2
2024-06-14,P004,Mumbai,569,260,566,150,3,2024,6,14,Friday,2
2024-06-14,P005,Kolkata,652,228,455,150,2,2024,6,14,Friday,2
2024-06-14,P006,Hyderabad,229,220,322,150,10,2024,6,14,Friday,2
2024-06-15,P001,Mumbai,622,275,743,150,4,2024,6,15,Saturday,2
2024-06-15,P002,Delhi,537,129,620,150,2,2024,6,15,Saturday,2
2024-06-15,P003,Bengaluru,891,107,774,150,8,2024,6,15,Saturday,2
2024-06-15,P004,Mumbai,965,88,817,150,10,2024,6,15,Saturday,2
2024-06-15,P005,Hyderabad,581,255,578,150,9,2024,6,15,Saturday,2
2024-06-15,P006,Delhi,878,53,195,150,5,2024,6,15,Saturday,2
2024-06-16,P001,Mumbai,806,97,494,150,5,2024,6,16,Sunday,2
2024-06-16,P002,Bengaluru,626,229,263,150,10,2024,6,16,Sunday,2
2024-06-16,P003,Mumbai,361,234,136,150,6,2024,6,16,Sunday,2
2024-06-16,P004,Kolkata,272,16,172,150,9,2024,6,16,Sunday,2
2024-06-16,P005,Kolkata,829,134,344,150,10,2024,6,16,Sunday,2
2024-06-16,P006,Mumbai,633,1,222,150,6,2024,6,16,Sunday,2
2024-06-17,P001,Mumbai,608,246,249,150,6,2024,6,17,Monday,2
2024-06-17,P002,Bengaluru,437,120,974,150,2,2024,6,17,Monday,2
2024-06-17,P003,Kolkata,270,8,108,150,10,2024,6,17,Monday,2
2024-06-17,P004,Bengaluru,745,83,877,150,9,2024,6,17,Monday,2
2024-06-17,P005,Delhi,970,75,341,150,10,2024,6,17,Monday,2
2024-06-17,P006,Mumbai,417,220,249,150,8,2024,6,17,Monday,2
2024-06-18,P001,Bengaluru,319,0,217,150,3,2024,6,18,Tuesday,2
2024-06-18,P002,Delhi,771,148,570,150,7,2024,6,18,Tuesday,2
2024-06-18,P003,Delhi,540,44,296,150,4,2024,6,18,Tuesday,2
2024-06-18,P004,Mumbai,920,103,648,150,9,2024,6,18,Tuesday,2
2024-06-18,P005,Bengaluru,536,77,900,150,5,2024,6,18,Tuesday,2
2024-06-18,P006,Delhi,931,89,779,150,3,2024,6,18,Tuesday,2
2024-06-19,P001,Bengaluru,451,158,802,150,2,2024,6,19,Wednesday,2
2024-06-19,P002,Bengaluru,641,127,145,150,5,2024,6,19,Wednesday,2
2024-06-19,P003,Mumbai,965,285,527,150,5,2024,6,19,Wednesday,2
2024-06-19,P004,Bengaluru,656,202,180,150,6,2024,6,19,Wednesday,2
2024-06-19,P005,Hyderabad,335,113,249,150,2,2024,6,19,Wednesday,2
2024-06-19,P006,Kolkata,489,174,973,150,6,2024,6,19,Wednesday,2
2024-06-20,P001,Bengaluru,684,116,311,150,9,2024,6,20,Thursday,2
2024-06-20,P002,Bengaluru,710,256,766,150,8,2024,6,20,Thursday,2
2024-06-20,P003,Delhi,320,179,861,150,4,2024,6,20,Thursday,2
2024-06-20,P004,Delhi,486,122,524,150,5,2024,6,20,Thursday,2
2024-06-20,P005,Hyderabad,757,67,629,150,5,2024,6,20,Thursday,2
2024-06-20,P006,Hyderabad,863,72,229,150,9,2024,6,20,Thursday,2
2024-06-21,P001,Mumbai,627,20,934,150,3,2024,6,21,Friday,2
2024-06-21,P002,Mumbai,361,93,948,150,2,2024,6,21,Friday,2
2024-06-21,P003,Mumbai,853,204,655,150,8,2024,6,21,Friday,2
2024-06-21,P004,Mumbai,483,232,428,150,5,2024,6,21,Friday,2
