supplier_id,supplier_name,product_id,delivery_date,expected_date,delay_days,supplier_rating,transportation_cost,delivery_date_year,delivery_date_month,delivery_date_day,delivery_date_weekday,delivery_date_quarter,expected_date_year,expected_date_month,expected_date_day,expected_date_weekday,expected_date_quarter
S003,Supplier 3,P002,2024-06-14,2024-06-11,3,4.3,3542,2024.0,6.0,14.0,Friday,2.0,2024,6,11,Tuesday,2
S003,Supplier 3,P002,2024-12-01,2024-11-29,2,3.9,1956,2024.0,12.0,1.0,Sunday,4.0,2024,11,29,Friday,4
S001,Supplier 1,P005,2024-05-23,2024-05-21,2,4.4,3904,2024.0,5.0,23.0,Thursday,2.0,2024,5,21,Tuesday,2
S001,Supplier 1,P006,2024-04-28,2024-04-22,6,4.1,3689,2024.0,4.0,28.0,Sunday,2.0,2024,4,22,Monday,2
S004,Supplier 4,P006,2024-06-14,2024-06-13,1,4.0,4183,2024.0,6.0,14.0,Friday,2.0,2024,6,13,Thursday,2
S002,Supplier 2,P005,2024-07-16,2024-07-15,1,4.1,3823,2024.0,7.0,16.0,Tuesday,3.0,2024,7,15,Monday,3
S004,Supplier 4,P005,2024-11-06,2024-10-30,7,4.3,2342,2024.0,11.0,6.0,Wednesday,4.0,2024,10,30,Wednesday,4
S003,Supplier 3,P001,2024-02-21,2024-02-16,5,3.2,2638,2024.0,2.0,21.0,Wednesday,1.0,2024,2,16,Friday,1
S004,Supplier 4,P002,2024-11-23,2024-11-19,4,3.1,3875,2024.0,11.0,23.0,Saturday,4.0,2024,11,19,Tuesday,4
S002,Supplier 2,P003,2024-10-07,2024-10-04,3,4.5,3721,2024.0,10.0,7.0,Monday,4.0,2024,10,4,Friday,4
S002,Supplier 2,P006,2024-04-14,2024-04-14,0,4.2,673,2024.0,4.0,14.0,Sunday,2.0,2024,4,14,Sunday,2
S003,Supplier 3,P005,2024-06-19,2024-06-18,1,4.0,3299,2024.0,6.0,19.0,Wednesday,2.0,2024,6,18,Tuesday,2
S002,Supplier 2,P001,2024-02-13,2024-02-09,4,4.6,1073,2024.0,2.0,13.0,Tuesday,1.0,2024,2,9,Friday,1
S002,Supplier 2,P005,2024-04-23,2024-04-16,7,4.4,1567,2024.0,4.0,23.0,Tuesday,2.0,2024,4,16,Tuesday,2
S001,Supplier 1,P005,2024-08-09,2024-08-08,1,3.9,3989,2024.0,8.0,9.0,Friday,3.0,2024,8,8,Thursday,3
S004,Supplier 4,P004,2024-06-26,2024-06-26,0,3.2,1659,2024.0,6.0,26.0,Wednesday,2.0,2024,6,26,Wednesday,2
S003,Supplier 3,P004,2024-09-12,2024-09-12,3,4.5,4508,2024.0,9.0,12.0,Thursday,3.0,2024,9,12,Thursday,3
S004,Supplier 4,P006,2024-06-05,2024-06-05,3,4.2,3370,2024.0,6.0,5.0,Wednesday,2.0,2024,6,5,Wednesday,2
S002,Supplier 2,P005,2024-05-30,2024-05-30,0,3.3,2213,2024.0,5.0,30.0,Thursday,2.0,2024,5,30,Thursday,2
S003,Supplier 3,P001,2024-02-07,2024-02-03,4,4.6,3369,2024.0,2.0,7.0,Wednesday,1.0,2024,2,3,Saturday,1
S001,Supplier 1,P005,2024-04-28,2024-04-22,6,3.3,4344,2024.0,4.0,28.0,Sunday,2.0,2024,4,22,Monday,2
S003,Supplier 3,P001,2024-10-23,2024-10-22,1,4.9,4773,2024.0,10.0,23.0,Wednesday,4.0,2024,10,22,Tuesday,4
S001,Supplier 1,P004,2024-02-07,2024-01-31,7,3.6,587,2024.0,2.0,7.0,Wednesday,1.0,2024,1,31,Wednesday,1
S003,Supplier 3,P006,2024-05-06,2024-04-29,7,3.3,3512,2024.0,5.0,6.0,Monday,2.0,2024,4,29,Monday,2
S001,Supplier 1,P003,2024-04-23,2024-04-23,0,3.1,1947,2024.0,4.0,23.0,Tuesday,2.0,2024,4,23,Tuesday,2
S004,Supplier 4,P004,2024-02-19,2024-02-15,4,3.1,2858,2024.0,2.0,19.0,Monday,1.0,2024,2,15,Thursday,1
S002,Supplier 2,P006,2024-06-30,2024-06-23,7,4.9,1439,2024.0,6.0,30.0,Sunday,2.0,2024,6,23,Sunday,2
S003,Supplier 3,P005,2024-10-01,2024-09-24,7,4.4,4547,2024.0,10.0,1.0,Tuesday,4.0,2024,9,24,Tuesday,3
S004,Supplier 4,P002,2024-04-23,2024-04-23,0,3.5,4098,2024.0,4.0,23.0,Tuesday,2.0,2024,4,23,Tuesday,2
S003,Supplier 3,P005,2024-09-06,2024-09-02,4,4.5,2922,2024.0,9.0,6.0,Friday,3.0,2024,9,2,Monday,3
S003,Supplier 3,P001,2024-04-20,2024-04-14,6,4.6,2487,2024.0,4.0,20.0,Saturday,2.0,2024,4,14,Sunday,2
S001,Supplier 1,P006,2024-08-24,2024-08-19,5,3.1,3923,2024.0,8.0,24.0,Saturday,3.0,2024,8,19,Monday,3
S001,Supplier 1,P005,2024-02-07,2024-02-02,5,4.2,1781,2024.0,2.0,7.0,Wednesday,1.0,2024,2,2,Friday,1
S004,Supplier 4,P004,2024-04-21,2024-04-15,6,4.2,3212,2024.0,4.0,21.0,Sunday,2.0,2024,4,15,Monday,2
S002,Supplier 2,P005,2024-11-01,2024-11-01,3,4.7,3921,2024.0,11.0,1.0,Friday,4.0,2024,11,1,Friday,4
S004,Supplier 4,P006,2024-08-21,2024-08-19,2,4.9,3433,2024.0,8.0,21.0,Wednesday,3.0,2024,8,19,Monday,3
S002,Supplier 2,P001,2024-10-07,2024-10-07,0,4.0,636,2024.0,10.0,7.0,Monday,4.0,2024,10,7,Monday,4
S003,Supplier 3,P003,2024-10-31,2024-10-30,1,4.7,3874,2024.0,10.0,31.0,Thursday,4.0,2024,10,30,Wednesday,4
S003,Supplier 3,P003,2024-07-21,2024-07-14,7,4.3,1020,2024.0,7.0,21.0,Sunday,3.0,2024,7,14,Sunday,3
S004,Supplier 4,P004,2024-03-30,2024-03-28,2,3.8,4935,2024.0,3.0,30.0,Saturday,1.0,2024,3,28,Thursday,1
S004,Supplier 4,P002,2024-08-20,2024-08-15,5,4.1,3627,2024.0,8.0,20.0,Tuesday,3.0,2024,8,15,Thursday,3
S002,Supplier 2,P002,2024-04-24,2024-04-23,1,4.7,2483,2024.0,4.0,24.0,Wednesday,2.0,2024,4,23,Tuesday,2
S001,Supplier 1,P003,2024-10-06,2024-10-01,5,4.3,501,2024.0,10.0,6.0,Sunday,4.0,2024,10,1,Tuesday,4
S002,Supplier 2,P004,2024-01-06,2024-01-04,2,4.8,3541,2024.0,1.0,6.0,Saturday,1.0,2024,1,4,Thursday,1
S003,Supplier 3,P002,2024-08-28,2024-08-25,3,4.2,2326,2024.0,8.0,28.0,Wednesday,3.0,2024,8,25,Sunday,3
S003,Supplier 3,P003,2024-05-07,2024-05-07,3,3.7,3475,2024.0,5.0,7.0,Tuesday,2.0,2024,5,7,Tuesday,2
S003,Supplier 3,P002,2024-01-07,2024-01-01,6,3.3,3196,2024.0,1.0,7.0,Sunday,1.0,2024,1,1,Monday,1
S004,Supplier 4,P006,2024-07-17,2024-07-12,5,4.5,4090,2024.0,7.0,17.0,Wednesday,3.0,2024,7,12,Friday,3
S003,Supplier 3,P006,2024-09-21,2024-09-17,4,3.2,978,2024.0,9.0,21.0,Saturday,3.0,2024,9,17,Tuesday,3
S003,Supplier 3,P002,2024-03-02,2024-02-24,7,3.6,4404,2024.0,3.0,2.0,Saturday,1.0,2024,2,24,Saturday,1
S004,Supplier 4,P003,2024-05-07,2024-05-04,3,5.0,534,2024.0,5.0,7.0,Tuesday,2.0,2024,5,4,Saturday,2
S003,Supplier 3,P006,2024-12-12,2024-12-12,3,3.5,2786,2024.0,12.0,12.0,Thursday,4.0,2024,12,12,Thursday,4
S002,Supplier 2,P003,2024-10-09,2024-10-04,5,3.3,1913,2024.0,10.0,9.0,Wednesday,4.0,2024,10,4,Friday,4
S004,Supplier 4,P006,2024-09-11,2024-09-05,6,4.0,4053,2024.0,9.0,11.0,Wednesday,3.0,2024,9,5,Thursday,3
S004,Supplier 4,P005,2024-11-28,2024-11-28,3,3.7,945,2024.0,11.0,28.0,Thursday,4.0,2024,11,28,Thursday,4
S002,Supplier 2,P006,2024-02-05,2024-02-02,3,3.1,793,2024.0,2.0,5.0,Monday,1.0,2024,2,2,Friday,1
S004,Supplier 4,P004,2024-08-14,2024-08-11,3,3.4,4326,2024.0,8.0,14.0,Wednesday,3.0,2024,8,11,Sunday,3
S004,Supplier 4,P004,2024-02-17,2024-02-15,2,4.2,3136,2024.0,2.0,17.0,Saturday,1.0,2024,2,15,Thursday,1
S003,Supplier 3,P005,2024-07-22,2024-07-21,1,3.8,3459,2024.0,7.0,22.0,Monday,3.0,2024,7,21,Sunday,3
S004,Supplier 4,P001,2024-05-12,2024-05-09,3,4.7,1371,2024.0,5.0,12.0,Sunday,2.0,2024,5,9,Thursday,2
S004,Supplier 4,P005,2024-01-26,2024-01-26,0,4.7,2165,2024.0,1.0,26.0,Friday,1.0,2024,1,26,Friday,1
S004,Supplier 4,P006,2024-02-18,2024-02-18,3,3.3,2874,2024.0,2.0,18.0,Sunday,1.0,2024,2,18,Sunday,1
S004,Supplier 4,P003,2024-05-27,2024-05-25,2,4.7,4181,2024.0,5.0,27.0,Monday,2.0,2024,5,25,Saturday,2
S003,Supplier 3,P003,2024-10-06,2024-10-05,1,4.1,2664,2024.0,10.0,6.0,Sunday,4.0,2024,10,5,Saturday,4
S003,Supplier 3,P005,2024-02-22,2024-02-17,5,3.3,1645,2024.0,2.0,22.0,Thursday,1.0,2024,2,17,Saturday,1
S001,Supplier 1,P003,2024-07-28,2024-07-25,3,3.2,4743,2024.0,7.0,28.0,Sunday,3.0,2024,7,25,Thursday,3
S001,Supplier 1,P001,2024-12-11,2024-12-09,2,3.3,1733,2024.0,12.0,11.0,Wednesday,4.0,2024,12,9,Monday,4
S002,Supplier 2,P002,2024-01-07,2024-01-07,0,3.3,3266,2024.0,1.0,7.0,Sunday,1.0,2024,1,7,Sunday,1
S001,Supplier 1,P001,2024-04-15,2024-04-09,6,4.9,4113,2024.0,4.0,15.0,Monday,2.0,2024,4,9,Tuesday,2
S003,Supplier 3,P006,2024-06-15,2024-06-12,3,3.7,4538,2024.0,6.0,15.0,Saturday,2.0,2024,6,12,Wednesday,2
S002,Supplier 2,P001,2024-06-20,2024-06-14,6,3.2,2926,2024.0,6.0,20.0,Thursday,2.0,2024,6,14,Friday,2
S003,Supplier 3,P002,2024-07-07,2024-06-30,7,3.5,2625,2024.0,7.0,7.0,Sunday,3.0,2024,6,30,Sunday,2
S004,Supplier 4,P001,2024-08-12,2024-08-07,5,3.2,4002,2024.0,8.0,12.0,Monday,3.0,2024,8,7,Wednesday,3
S003,Supplier 3,P006,2024-09-21,2024-09-15,6,4.5,1761,2024.0,9.0,21.0,Saturday,3.0,2024,9,15,Sunday,3
S003,Supplier 3,P004,2024-06-05,2024-05-31,5,4.7,2835,2024.0,6.0,5.0,Wednesday,2.0,2024,5,31,Friday,2
S002,Supplier 2,P001,2024-07-29,2024-07-29,3,3.2,2101,2024.0,7.0,29.0,Monday,3.0,2024,7,29,Monday,3
S002,Supplier 2,P006,2024-06-12,2024-06-07,5,3.6,3691,2024.0,6.0,12.0,Wednesday,2.0,2024,6,7,Friday,2
S001,Supplier 1,P002,2024-02-14,2024-02-13,1,3.9,3869,2024.0,2.0,14.0,Wednesday,1.0,2024,2,13,Tuesday,1
S004,Supplier 4,P001,2024-11-08,2024-11-02,6,3.9,707,2024.0,11.0,8.0,Friday,4.0,2024,11,2,Saturday,4
S001,Supplier 1,P002,2024-01-16,2024-01-09,7,3.6,3468,2024.0,1.0,16.0,Tuesday,1.0,2024,1,9,Tuesday,1
S002,Supplier 2,P006,2024-05-15,2024-05-13,2,3.9,1122,2024.0,5.0,15.0,Wednesday,2.0,2024,5,13,Monday,2
S003,Supplier 3,P004,2024-09-12,2024-09-07,5,4.2,1951,2024.0,9.0,12.0,Thursday,3.0,2024,9,7,Saturday,3
S003,Supplier 3,P002,2024-11-29,2024-11-25,4,3.7,3813,2024.0,11.0,29.0,Friday,4.0,2024,11,25,Monday,4
S004,Supplier 4,P006,2024-11-28,2024-11-23,5,3.7,885,2024.0,11.0,28.0,Thursday,4.0,2024,11,23,Saturday,4
S002,Supplier 2,P003,2024-07-21,2024-07-16,5,4.4,989,2024.0,7.0,21.0,Sunday,3.0,2024,7,16,Tuesday,3
S004,Supplier 4,P004,2024-11-23,2024-11-17,6,3.7,2096,2024.0,11.0,23.0,Saturday,4.0,2024,11,17,Sunday,4
S004,Supplier 4,P001,2024-04-04,2024-04-04,3,4.6,3697,2024.0,4.0,4.0,Thursday,2.0,2024,4,4,Thursday,2
S004,Supplier 4,P006,2024-05-22,2024-05-18,4,4.0,4995,2024.0,5.0,22.0,Wednesday,2.0,2024,5,18,Saturday,2
S003,Supplier 3,P005,2024-12-08,2024-12-01,7,4.0,3794,2024.0,12.0,8.0,Sunday,4.0,2024,12,1,Sunday,4
S003,Supplier 3,P006,2024-10-08,2024-10-01,7,3.3,3510,2024.0,10.0,8.0,Tuesday,4.0,2024,10,1,Tuesday,4
S004,Supplier 4,P004,2024-10-20,2024-10-16,4,4.8,4292,2024.0,10.0,20.0,Sunday,4.0,2024,10,16,Wednesday,4
S002,Supplier 2,P003,2025-01-01,2024-12-26,6,4.7,3501,2025.0,1.0,1.0,Wednesday,1.0,2024,12,26,Thursday,4
S003,Supplier 3,P005,2024-10-05,2024-09-30,5,3.6,766,2024.0,10.0,5.0,Saturday,4.0,2024,9,30,Monday,3
S002,Supplier 2,P002,2024-03-05,2024-03-04,1,3.2,3448,2024.0,3.0,5.0,Tuesday,1.0,2024,3,4,Monday,1
S001,Supplier 1,P004,2024-12-11,2024-12-10,1,4.3,1266,2024.0,12.0,11.0,Wednesday,4.0,2024,12,10,Tuesday,4
S002,Supplier 2,P001,2024-10-26,2024-10-19,7,4.3,2877,2024.0,10.0,26.0,Saturday,4.0,2024,10,19,Saturday,4
S004,Supplier 4,P005,2024-01-28,2024-01-24,4,4.3,2468,2024.0,1.0,28.0,Sunday,1.0,2024,1,24,Wednesday,1
S001,Supplier 1,P004,2024-05-17,2024-05-15,2,3.6,3549,2024.0,5.0,17.0,Friday,2.0,2024,5,15,Wednesday,2
S001,Supplier 1,P005,2024-09-04,2024-08-29,6,3.1,2588,2024.0,9.0,4.0,Wednesday,3.0,2024,8,29,Thursday,3
S003,Supplier 3,P006,2024-04-22,2024-04-15,7,3.3,1481,2024.0,4.0,22.0,Monday,2.0,2024,4,15,Monday,2
S001,Supplier 1,P003,2024-02-08,2024-02-06,2,3.3,3259,2024.0,2.0,8.0,Thursday,1.0,2024,2,6,Tuesday,1
S003,Supplier 3,P004,2024-10-01,2024-09-30,1,3.3,2400,2024.0,10.0,1.0,Tuesday,4.0,2024,9,30,Monday,3
S001,Supplier 1,P006,2024-07-16,2024-07-10,6,3.2,906,2024.0,7.0,16.0,Tuesday,3.0,2024,7,10,Wednesday,3
S004,Supplier 4,P001,2024-11-24,2024-11-23,1,4.2,3828,2024.0,11.0,24.0,Sunday,4.0,2024,11,23,Saturday,4
S001,Supplier 1,P002,2024-07-29,2024-07-24,5,4.8,3083,2024.0,7.0,29.0,Monday,3.0,2024,7,24,Wednesday,3
S002,Supplier 2,P006,2024-04-11,2024-04-11,0,4.7,2709,2024.0,4.0,11.0,Thursday,2.0,2024,4,11,Thursday,2
S004,Supplier 4,P006,2024-06-21,2024-06-16,5,4.5,3469,2024.0,6.0,21.0,Friday,2.0,2024,6,16,Sunday,2
S002,Supplier 2,P002,2024-01-19,2024-01-19,3,4.8,2460,2024.0,1.0,19.0,Friday,1.0,2024,1,19,Friday,1
S001,Supplier 1,P006,2024-02-10,2024-02-10,3,3.5,1460,2024.0,2.0,10.0,Saturday,1.0,2024,2,10,Saturday,1
S001,Supplier 1,P002,2024-09-18,2024-09-15,3,3.1,4659,2024.0,9.0,18.0,Wednesday,3.0,2024,9,15,Sunday,3
S004,Supplier 4,P003,2024-08-21,2024-08-21,0,4.8,1834,2024.0,8.0,21.0,Wednesday,3.0,2024,8,21,Wednesday,3
S003,Supplier 3,P004,2024-01-29,2024-01-24,5,3.3,855,2024.0,1.0,29.0,Monday,1.0,2024,1,24,Wednesday,1
S003,Supplier 3,P005,2024-11-04,2024-11-04,3,4.9,4219,2024.0,11.0,4.0,Monday,4.0,2024,11,4,Monday,4
S004,Supplier 4,P006,2024-08-24,2024-08-21,3,3.2,3996,2024.0,8.0,24.0,Saturday,3.0,2024,8,21,Wednesday,3
S001,Supplier 1,P005,2024-01-15,2024-01-08,7,4.1,3490,2024.0,1.0,15.0,Monday,1.0,2024,1,8,Monday,1
S001,Supplier 1,P003,2024-06-21,2024-06-15,6,4.8,989,2024.0,6.0,21.0,Friday,2.0,2024,6,15,Saturday,2
S001,Supplier 1,P004,2024-01-03,2024-01-03,0,3.4,1084,2024.0,1.0,3.0,Wednesday,1.0,2024,1,3,Wednesday,1
S001,Supplier 1,P002,2024-05-12,2024-05-11,1,3.0,3006,2024.0,5.0,12.0,Sunday,2.0,2024,5,11,Saturday,2
S004,Supplier 4,P006,2024-03-07,2024-03-06,1,3.9,4225,2024.0,3.0,7.0,Thursday,1.0,2024,3,6,Wednesday,1
S001,Supplier 1,P006,2024-02-08,2024-02-01,7,4.1,3635,2024.0,2.0,8.0,Thursday,1.0,2024,2,1,Thursday,1
S001,Supplier 1,P001,2024-12-12,2024-12-08,4,3.1,4341,2024.0,12.0,12.0,Thursday,4.0,2024,12,8,Sunday,4
S002,Supplier 2,P006,2024-05-01,2024-04-28,3,4.4,4798,2024.0,5.0,1.0,Wednesday,2.0,2024,4,28,Sunday,2
S003,Supplier 3,P005,2024-09-15,2024-09-14,1,4.6,2883,2024.0,9.0,15.0,Sunday,3.0,2024,9,14,Saturday,3
S003,Supplier 3,P002,2024-01-19,2024-01-13,6,5.0,2877,2024.0,1.0,19.0,Friday,1.0,2024,1,13,Saturday,1
S001,Supplier 1,P004,2024-11-30,2024-11-24,6,3.4,711,2024.0,11.0,30.0,Saturday,4.0,2024,11,24,Sunday,4
S003,Supplier 3,P006,2024-11-20,2024-11-16,4,4.7,3176,2024.0,11.0,20.0,Wednesday,4.0,2024,11,16,Saturday,4
S001,Supplier 1,P004,2024-12-31,2024-12-28,3,3.3,2009,2024.0,12.0,31.0,Tuesday,4.0,2024,12,28,Saturday,4
S001,Supplier 1,P006,2024-01-29,2024-01-29,0,3.2,3280,2024.0,1.0,29.0,Monday,1.0,2024,1,29,Monday,1
S004,Supplier 4,P006,2024-02-25,2024-02-19,6,3.3,4627,2024.0,2.0,25.0,Sunday,1.0,2024,2,19,Monday,1
S001,Supplier 1,P002,2024-12-04,2024-11-27,7,4.0,4997,2024.0,12.0,4.0,Wednesday,4.0,2024,11,27,Wednesday,4
S001,Supplier 1,P004,2024-11-30,2024-11-26,4,4.1,2277,2024.0,11.0,30.0,Saturday,4.0,2024,11,26,Tuesday,4
S004,Supplier 4,P005,2024-04-06,2024-04-04,2,3.7,763,2024.0,4.0,6.0,Saturday,2.0,2024,4,4,Thursday,2
S004,Supplier 4,P005,2024-10-27,2024-10-22,5,3.3,1628,2024.0,10.0,27.0,Sunday,4.0,2024,10,22,Tuesday,4
S001,Supplier 1,P001,2024-02-05,2024-02-03,2,4.1,3326,2024.0,2.0,5.0,Monday,1.0,2024,2,3,Saturday,1
S002,Supplier 2,P001,2024-12-01,2024-11-24,7,4.3,3100,2024.0,12.0,1.0,Sunday,4.0,2024,11,24,Sunday,4
S002,Supplier 2,P004,2024-08-05,2024-07-31,5,4.3,3991,2024.0,8.0,5.0,Monday,3.0,2024,7,31,Wednesday,3
S002,Supplier 2,P006,2024-07-16,2024-07-10,6,4.1,4381,2024.0,7.0,16.0,Tuesday,3.0,2024,7,10,Wednesday,3
S001,Supplier 1,P001,2024-05-19,2024-05-14,5,4.7,1316,2024.0,5.0,19.0,Sunday,2.0,2024,5,14,Tuesday,2
S004,Supplier 4,P002,2024-09-17,2024-09-17,3,3.2,1256,2024.0,9.0,17.0,Tuesday,3.0,2024,9,17,Tuesday,3
S001,Supplier 1,P003,2024-11-30,2024-11-23,7,3.5,1025,2024.0,11.0,30.0,Saturday,4.0,2024,11,23,Saturday,4
S002,Supplier 2,P005,2024-10-15,2024-10-12,3,4.3,3984,2024.0,10.0,15.0,Tuesday,4.0,2024,10,12,Saturday,4
S001,Supplier 1,P002,2024-07-14,2024-07-07,7,4.8,3933,2024.0,7.0,14.0,Sunday,3.0,2024,7,7,Sunday,3
S004,Supplier 4,P001,2024-05-18,2024-05-17,1,4.2,4485,2024.0,5.0,18.0,Saturday,2.0,2024,5,17,Friday,2
S003,Supplier 3,P005,2024-02-23,2024-02-23,3,4.7,4352,2024.0,2.0,23.0,Friday,1.0,2024,2,23,Friday,1
S002,Supplier 2,P006,2024-12-24,2024-12-19,5,4.9,2644,2024.0,12.0,24.0,Tuesday,4.0,2024,12,19,Thursday,4
S004,Supplier 4,P004,2024-01-11,2024-01-09,2,4.3,1015,2024.0,1.0,11.0,Thursday,1.0,2024,1,9,Tuesday,1
S003,Supplier 3,P006,2024-06-26,2024-06-26,0,4.7,540,2024.0,6.0,26.0,Wednesday,2.0,2024,6,26,Wednesday,2
S001,Supplier 1,P001,2024-09-27,2024-09-22,5,3.5,2862,2024.0,9.0,27.0,Friday,3.0,2024,9,22,Sunday,3
S004,Supplier 4,P006,2024-09-14,2024-09-08,6,4.4,3140,2024.0,9.0,14.0,Saturday,3.0,2024,9,8,Sunday,3
S001,Supplier 1,P003,2024-01-09,2024-01-08,1,3.4,1095,2024.0,1.0,9.0,Tuesday,1.0,2024,1,8,Monday,1
S004,Supplier 4,P005,2024-06-29,2024-06-24,5,4.2,2583,2024.0,6.0,29.0,Saturday,2.0,2024,6,24,Monday,2
S002,Supplier 2,P001,2024-09-22,2024-09-19,3,4.1,4521,2024.0,9.0,22.0,Sunday,3.0,2024,9,19,Thursday,3
S004,Supplier 4,P004,2024-04-24,2024-04-18,6,4.7,4788,2024.0,4.0,24.0,Wednesday,2.0,2024,4,18,Thursday,2
S003,Supplier 3,P005,2024-10-02,2024-09-29,3,3.2,1272,2024.0,10.0,2.0,Wednesday,4.0,2024,9,29,Sunday,3
S001,Supplier 1,P005,2024-08-25,2024-08-18,7,4.9,3221,2024.0,8.0,25.0,Sunday,3.0,2024,8,18,Sunday,3
S004,Supplier 4,P002,2024-04-25,2024-04-19,6,4.3,4123,2024.0,4.0,25.0,Thursday,2.0,2024,4,19,Friday,2
S004,Supplier 4,P004,2024-12-13,2024-12-06,7,4.3,1657,2024.0,12.0,13.0,Friday,4.0,2024,12,6,Friday,4
S004,Supplier 4,P005,2024-01-15,2024-01-11,4,3.7,2701,2024.0,1.0,15.0,Monday,1.0,2024,1,11,Thursday,1
S004,Supplier 4,P002,2024-06-07,2024-05-31,7,3.9,4861,2024.0,6.0,7.0,Friday,2.0,2024,5,31,Friday,2
S001,Supplier 1,P002,2024-01-06,2024-01-06,0,4.9,3567,2024.0,1.0,6.0,Saturday,1.0,2024,1,6,Saturday,1
S004,Supplier 4,P001,2024-10-14,2024-10-13,1,4.9,760,2024.0,10.0,14.0,Monday,4.0,2024,10,13,Sunday,4
S004,Supplier 4,P006,2024-07-26,2024-07-25,1,3.8,3824,2024.0,7.0,26.0,Friday,3.0,2024,7,25,Thursday,3
S003,Supplier 3,P004,2024-11-24,2024-11-22,2,4.8,4841,2024.0,11.0,24.0,Sunday,4.0,2024,11,22,Friday,4
S001,Supplier 1,P001,2024-07-31,2024-07-30,1,3.1,741,2024.0,7.0,31.0,Wednesday,3.0,2024,7,30,Tuesday,3
S001,Supplier 1,P006,2025-01-05,2024-12-30,6,4.2,4742,2025.0,1.0,5.0,Sunday,1.0,2024,12,30,Monday,4
S002,Supplier 2,P005,2024-02-25,2024-02-25,3,3.7,3602,2024.0,2.0,25.0,Sunday,1.0,2024,2,25,Sunday,1
S004,Supplier 4,P002,2024-03-13,2024-03-09,4,3.7,2034,2024.0,3.0,13.0,Wednesday,1.0,2024,3,9,Saturday,1
S001,Supplier 1,P002,2024-09-01,2024-08-26,6,3.5,4610,2024.0,9.0,1.0,Sunday,3.0,2024,8,26,Monday,3
S001,Supplier 1,P001,2024-01-11,2024-01-10,1,4.2,1134,2024.0,1.0,11.0,Thursday,1.0,2024,1,10,Wednesday,1
S002,Supplier 2,P001,2024-06-20,2024-06-20,0,4.3,3684,2024.0,6.0,20.0,Thursday,2.0,2024,6,20,Thursday,2
S003,Supplier 3,P005,2024-01-30,2024-01-30,3,4.5,2470,2024.0,1.0,30.0,Tuesday,1.0,2024,1,30,Tuesday,1
S003,Supplier 3,P003,2024-03-01,2024-02-29,1,4.4,3277,2024.0,3.0,1.0,Friday,1.0,2024,2,29,Thursday,1
S002,Supplier 2,P005,2024-10-18,2024-10-14,4,3.3,4211,2024.0,10.0,18.0,Friday,4.0,2024,10,14,Monday,4
S003,Supplier 3,P005,2024-11-24,2024-11-19,5,4.1,4691,2024.0,11.0,24.0,Sunday,4.0,2024,11,19,Tuesday,4
S004,Supplier 4,P004,2024-03-18,2024-03-18,0,4.9,2215,2024.0,3.0,18.0,Monday,1.0,2024,3,18,Monday,1
S003,Supplier 3,P001,2024-01-18,2024-01-17,1,4.0,1745,2024.0,1.0,18.0,Thursday,1.0,2024,1,17,Wednesday,1
S001,Supplier 1,P004,2024-01-04,2024-01-01,3,3.3,4591,2024.0,1.0,4.0,Thursday,1.0,2024,1,1,Monday,1
S002,Supplier 2,P003,2024-11-08,2024-11-02,6,4.9,4529,2024.0,11.0,8.0,Friday,4.0,2024,11,2,Saturday,4
S002,Supplier 2,P005,2024-07-14,2024-07-14,3,3.1,2353,2024.0,7.0,14.0,Sunday,3.0,2024,7,14,Sunday,3
S004,Supplier 4,P003,2024-09-06,2024-09-04,2,4.2,1569,2024.0,9.0,6.0,Friday,3.0,2024,9,4,Wednesday,3
S002,Supplier 2,P003,2024-06-04,2024-06-04,0,4.2,3968,2024.0,6.0,4.0,Tuesday,2.0,2024,6,4,Tuesday,2
S004,Supplier 4,P006,2024-07-30,2024-07-28,2,3.7,654,2024.0,7.0,30.0,Tuesday,3.0,2024,7,28,Sunday,3
S003,Supplier 3,P004,2024-06-03,2024-06-03,0,4.3,2733,2024.0,6.0,3.0,Monday,2.0,2024,6,3,Monday,2
S002,Supplier 2,P004,2024-10-23,2024-10-23,0,4.6,4564,2024.0,10.0,23.0,Wednesday,4.0,2024,10,23,Wednesday,4
S001,Supplier 1,P006,2024-12-21,2024-12-16,5,4.8,4794,2024.0,12.0,21.0,Saturday,4.0,2024,12,16,Monday,4
S001,Supplier 1,P006,2024-11-22,2024-11-16,6,3.2,1318,2024.0,11.0,22.0,Friday,4.0,2024,11,16,Saturday,4
S001,Supplier 1,P003,2024-12-04,2024-12-02,2,4.7,1073,2024.0,12.0,4.0,Wednesday,4.0,2024,12,2,Monday,4
S001,Supplier 1,P002,2024-08-22,2024-08-22,3,4.9,2142,2024.0,8.0,22.0,Thursday,3.0,2024,8,22,Thursday,3
S004,Supplier 4,P005,2024-12-07,2024-12-04,3,4.6,3204,2024.0,12.0,7.0,Saturday,4.0,2024,12,4,Wednesday,4
S004,Supplier 4,P005,2024-09-06,2024-09-01,5,3.8,4352,2024.0,9.0,6.0,Friday,3.0,2024,9,1,Sunday,3
S001,Supplier 1,P002,2024-07-22,2024-07-22,3,3.3,993,2024.0,7.0,22.0,Monday,3.0,2024,7,22,Monday,3
S003,Supplier 3,P002,2024-04-04,2024-03-28,7,3.6,2783,2024.0,4.0,4.0,Thursday,2.0,2024,3,28,Thursday,1
