supplier_id,supplier_name,product_id,delivery_date,expected_date,delay_days,supplier_rating,transportation_cost
S001,Supplier 1,P006,2024-08-25,2024-08-24,1,4.8,4136
S003,Supplier 3,P006,2024-01-06,2024-01-06,-1,3.3,1879
S004,Supplier 4,P006,2024-10-26,2024-10-20,6,3.5,510
S003,Supplier 3,P003,2024-01-16,2024-01-09,7,3.8,1636
S004,Supplier 4,P002,2024-02-24,2024-02-20,4,4.6,4601
S002,Supplier 2,P006,2024-01-19,2024-01-13,6,4.5,2073
S004,Supplier 4,P002,2024-05-06,2024-05-06,0,3.5,4417
S002,Supplier 2,P003,2024-06-11,2024-06-11,0,3.3,3417
S001,Supplier 1,P002,2024-07-30,2024-07-27,3,4.2,1497
S003,Supplier 3,P004,2024-08-28,2024-08-27,1,3.1,2417
S001,Supplier 1,P003,2024-11-25,2024-11-18,7,4.8,514
S002,Supplier 2,P002,2024-03-20,2024-03-20,-1,4.7,524
S002,Supplier 2,P006,2024-12-15,2024-12-10,5,3.8,1588
S001,Supplier 1,P003,2024-10-22,2024-10-21,1,3.1,1129
S003,Supplier 3,P002,2024-12-31,2024-12-30,1,4.9,1758
S001,Supplier 1,P004,2024-10-27,2024-10-27,0,4.4,801
S002,Supplier 2,P002,2024-05-15,2024-05-11,4,3.5,1607
S002,Supplier 2,P004,2024-04-10,2024-04-04,6,3.8,3433
S003,Supplier 3,P006,2024-10-06,2024-09-30,6,4.9,4161
S003,Supplier 3,P002,2024-07-27,2024-07-22,5,5,3573
S004,Supplier 4,P001,2024-07-20,2024-07-18,2,4.8,1847
S004,Supplier 4,P004,2024-04-03,2024-04-03,0,3.6,1101
S003,Supplier 3,P006,2024-01-25,2024-01-19,6,3.8,3450
,,P002,,2024-02-07,-4,,3744
S003,Supplier 3,P001,2024-12-14,2024-12-07,5,4.49,3870
S002,Supplier 2,P005,2024-10-08,2024-10-01,6,2.83,1742
S002,Supplier 2,P002,2024-10-26,2024-10-26,-3,3.45,766
S004,Supplier 4,P001,2024-06-29,2024-06-29,0,4.61,3354
S002,Supplier 2,P005,2024-11-21,2024-11-19,4,4.51,845
S001,Supplier 1,P004,2024-11-30,2024-11-26,7,3.85,2276
S004,Supplier 4,P006,2024-08-03,2024-08-01,1,4.99,789
S004,Supplier 4,P006,2024-05-22,2024-05-18,7,7,4997
S002,Supplier 2,P006,2024-06-12,2024-06-07,4,3.49,3693
S003,Supplier 3,P005,2024-03-05,2024-02-29,2,4,3312
S002,Supplier 2,P003,2024-07-26,2024-07-26,-3,5.05,1649
S002,Supplier 2,P005,2024-05-17,2024-05-16,-1,3.28,525
S001,Supplier 1,P006,2024-08-24,2024-08-19,4,3.34,3921
S002,Supplier 2,P005,2024-03-04,2024-03-02,2,4.11,2147
S004,,P003,2024-02-03,2024-02-03,2,3.76,4035
S004,Supplier 4,P006,2024-11-11,2024-11-08,2,3.76,4941
S003,Supplier 3,P003,2024-02-18,2024-02-16,0,3.74,1045
S004,Supplier 4,P006,2024-04-03,2024-03-31,2,4.15,2199
S002,Supplier 2,P006,2024-12-07,2024-11-30,6,3,724
S004,Supplier 4,P004,2024-10-30,2024-10-28,-5,3.71,4452
S004,Supplier 4,P001,2024-11-24,2024-11-23,1,4.21,3830
S002,Supplier 2,P002,2024-03-04,2024-03-03,-2,4.83,3594
S004,Supplier 4,P006,2024-05-29,2024-05-28,-1,3,1131
S004,Supplier 4,P006,2024-09-14,2024-09-08,7,4.65,3139
,Supplier 2,P005,,2024-03-02,5,,2151
S001,Supplier 1,P002,2024-09-27,2024-09-20,6,3.89,4445
S002,Supplier 2,P005,2024-11-01,2024-11-01,-1,4.27,3918
S004,Supplier 4,P004,2024-03-18,2024-03-18,-1,5.24,2214
S002,Supplier 2,P001,2024-09-03,2024-09-02,1,3.3,3264
S003,,P004,2024-09-12,2024-09-07,6,4.55,1949
S004,Supplier 4,P005,2024-09-20,2024-09-15,3,3.63,4365
S002,Supplier 2,P006,2024-09-08,2024-09-03,4,3.64,763
S002,Supplier 2,P001,2024-04-29,2024-04-22,6,3.42,4691
S002,Supplier 2,P002,2024-02-06,2024-02-05,-2,3.67,1385
S001,Supplier 1,P005,2024-08-25,2024-08-18,7,4.81,3220
S004,Supplier 4,P006,2024-09-14,2024-09-08,3,4.25,3137
S003,Supplier 3,P004,2024-06-03,2024-06-03,2,4.03,2735
S002,Supplier 2,P002,2024-04-29,2024-04-27,5,4.18,3822
S001,Supplier 1,P001,2024-10-02,2024-10-02,0,4.88,643
S003,Supplier 3,P005,2024-12-05,2024-11-28,-6,4.76,1303
S004,Supplier 4,P006,2024-02-02,2024-01-29,4,3.05,1688
S002,Supplier 2,P005,2024-02-27,2024-02-24,0,4.71,1131
S004,Supplier 4,P005,2024-03-09,2024-03-02,7,4.41,2432
S004,Supplier 4,P006,2024-08-21,2024-08-20,1,4.99,3567
S001,,P006,2024-01-24,2024-01-24,-4,4.83,1025
S004,Supplier 4,P005,2024-06-29,2024-06-24,7,4.19,2583
S004,Supplier 4,P005,2024-09-15,2024-09-10,5,4.23,4471
S001,Supplier 1,P002,2024-04-20,2024-04-13,7,4.22,945
S002,Supplier 2,P005,2024-10-02,2024-09-25,10,7,3163
,Supplier 1,P001,,2024-03-02,1,,2459
S003,Supplier 3,P005,2024-04-20,2024-04-20,1,4.44,1328
S001,Supplier 1,P002,2024-02-07,2024-02-04,5,3,824
S003,Supplier 3,P003,2024-10-31,2024-10-30,-2,4.9,3877
S001,Supplier 1,P002,2024-04-20,2024-04-13,10,4.32,945
S002,Supplier 2,P003,2024-02-29,2024-02-25,7,3.31,4167
S003,Supplier 3,P004,2024-07-19,2024-07-17,1,3.32,1612
S002,Supplier 2,P001,2024-09-19,2024-09-19,-1,3.21,1839
S003,Supplier 3,P005,2024-06-12,2024-06-11,2,3.35,4846
S001,Supplier 1,P005,2024-12-10,2024-12-08,0,3.33,2940
S003,,P006,2024-01-25,2024-01-19,-4,3.91,3451
S001,Supplier 1,P002,2024-11-08,2024-11-07,0,4.79,3234
S002,Supplier 2,P006,2024-11-12,2024-11-08,4,3.13,2853
S004,Supplier 4,P002,2024-08-20,2024-08-15,3,3.9,3629
S002,Supplier 2,P002,2024-03-04,2024-03-03,-1,5.16,3594
S002,Supplier 2,P001,2024-03-08,2024-03-04,6,3,4890
S002,Supplier 2,P005,2024-04-23,2024-04-16,9,4.12,1565
S003,Supplier 3,P005,2024-10-01,2024-09-24,4,4.29,4548
S001,Supplier 1,P004,2024-04-28,2024-04-22,8,5,2938
S002,Supplier 2,P005,2024-03-24,2024-03-24,-3,3.1,1528
S003,Supplier 3,P002,2024-11-20,2024-11-20,0,2.88,4478
S004,Supplier 4,P003,2024-09-16,2024-09-16,2,3.83,660
S001,Supplier 1,P005,2024-12-18,2024-12-13,2,5.12,4420
S003,Supplier 3,P002,2024-09-21,2024-09-20,4,4.07,2407
S004,Supplier 4,P003,2024-03-11,2024-03-05,3,2.99,1692
,,P002,,2024-08-11,3,,2566
S001,Supplier 1,P003,2024-02-19,2024-02-19,-3,4.31,4546
S003,Supplier 3,P003,2024-09-26,2024-09-24,4,3.78,1800
S002,Supplier 2,P004,2024-10-23,2024-10-23,-3,4.21,4564
S003,Supplier 3,P003,2024-01-16,2024-01-09,7,3.44,1634
S002,Supplier 2,P002,2024-10-31,2024-10-31,-3,5.02,1542
S002,Supplier 2,P005,2024-02-04,2024-02-02,-1,4.73,1796
S004,Supplier 4,P001,2024-04-04,2024-04-04,0,4.75,3695
S001,Supplier 1,P003,2024-07-28,2024-07-25,2,3.39,4743
S001,Supplier 1,P002,2024-11-08,2024-11-07,4,4.98,3238
S001,Supplier 1,P006,2024-05-18,2024-05-16,2,5.01,3984
S002,Supplier 2,P006,2024-12-19,2024-12-18,-2,4.54,4798
S001,Supplier 1,P002,2024-09-28,2024-09-26,1,4.45,4271
S003,Supplier 3,P001,2024-04-03,2024-04-01,1,3.11,1276
S004,Supplier 4,P005,2024-10-27,2024-10-22,7,3.55,1630
S003,,P005,2024-11-02,2024-11-02,-1,3.41,976
S001,Supplier 1,P006,2024-05-03,2024-04-28,7,3.72,2822
S002,Supplier 2,P005,2024-06-21,2024-06-18,3,4.29,2937
S002,Supplier 2,P003,2024-01-05,2024-01-05,-4,3.48,1665
S001,Supplier 1,P003,2024-09-16,2024-09-09,7,3.97,1271
S001,Supplier 1,P002,2024-01-20,2024-01-13,9,3.41,614
S002,Supplier 2,P001,2024-04-30,2024-04-30,-2,3.04,1972
S002,Supplier 2,P001,2024-12-01,2024-11-24,5,4.14,3101
S004,Supplier 4,P006,2024-04-03,2024-03-31,1,3.75,2200
S002,Supplier 2,P005,2024-07-16,2024-07-15,-2,4.42,3826
,Supplier 3,P002,,2024-11-20,-3,,4480
S003,Supplier 3,P003,2024-06-06,2024-06-01,7,2,1683
S003,Supplier 3,P002,2024-07-04,2024-07-03,0,3.4,4675
S001,Supplier 1,P003,2024-10-22,2024-10-21,4,2.88,1126
S002,Supplier 2,P006,2024-01-14,2024-01-12,5,2.97,1865
S003,,P002,2024-07-27,2024-07-22,8,8,3570
S003,Supplier 3,P006,2024-02-22,2024-02-19,4,4,4896
S003,Supplier 3,P006,2024-07-20,2024-07-19,0,3.65,759
S003,Supplier 3,P004,2025-01-05,2024-12-30,3,3.75,4048
S004,Supplier 4,P005,2024-03-09,2024-03-02,8,4.07,2432
S001,Supplier 1,P002,2024-07-30,2024-07-27,3,4.2,1496
S002,Supplier 2,P006,2024-11-11,2024-11-11,-3,3.43,3475
S002,Supplier 2,P002,2024-01-19,2024-01-19,-1,4.55,2462
S003,Supplier 3,P005,2024-10-05,2024-09-30,3,3.84,768
S004,Supplier 4,P003,2024-12-19,2024-12-19,-2,3.98,625
S004,Supplier 4,P002,2024-02-25,2024-02-23,1,4.13,3616
S001,Supplier 1,P005,2024-08-09,2024-08-08,1,3.73,3989
S002,Supplier 2,P005,2024-10-18,2024-10-14,1,3.35,4212
S002,Supplier 2,P002,2024-01-07,2024-01-07,1,3.41,3264
S004,Supplier 4,P005,2024-10-27,2024-10-22,6,3.14,1631
S004,,P001,2024-07-15,2024-07-13,-1,3.52,4908
S004,Supplier 4,P004,2024-08-14,2024-08-11,3,3.23,4325
S001,Supplier 1,P001,2024-07-04,2024-06-27,4,6,880
S003,Supplier 3,P006,2024-06-20,2024-06-18,3,3.2,2038
S002,Supplier 2,P003,2024-10-26,2024-10-26,-2,4.8,4231
,Supplier 1,P001,,2024-07-06,3,,3360
S004,Supplier 4,P003,2024-01-15,2024-01-15,-3,4.68,2540
S001,Supplier 1,P001,2024-12-11,2024-12-09,4,3.49,1733
S001,Supplier 1,P002,2024-07-29,2024-07-24,8,4.81,3080
S003,Supplier 3,P005,2024-06-19,2024-06-18,4,4,3298
S003,Supplier 3,P004,2024-08-11,2024-08-05,7,4.06,4266
S002,Supplier 2,P006,2024-03-06,2024-03-06,1,3.26,1607
S002,Supplier 2,P001,2024-01-22,2024-01-17,7,3.6,2385
S001,Supplier 1,P005,2024-06-19,2024-06-14,6,4.52,3573
S004,Supplier 4,P006,2024-11-11,2024-11-08,0,4.02,4936
S002,,P003,2024-02-29,2024-02-25,6,3.58,4168
S004,Supplier 4,P001,2024-05-18,2024-05-17,4,4.59,4486
S003,Supplier 3,P005,2024-12-09,2024-12-07,2,3.35,3368
S003,Supplier 3,P004,2024-06-03,2024-06-03,0,3.99,2730
S002,Supplier 2,P006,2024-01-14,2024-01-12,4,3.42,1870
S001,Supplier 1,P002,2024-11-08,2024-11-07,-1,5.04,3234
S001,Supplier 1,P004,2024-10-24,2024-10-24,2,4.58,4438
S001,Supplier 1,P002,2024-10-31,2024-10-25,5,2.88,686
S003,Supplier 3,P004,2024-01-24,2024-01-17,8,3.65,1901
S001,Supplier 1,P001,2024-09-08,2024-09-03,6,2,758
S002,Supplier 2,P001,2024-10-14,2024-10-10,7,3.01,2194
S004,Supplier 4,P003,2024-06-25,2024-06-23,2,4.64,1778
S004,Supplier 4,P001,2024-12-29,2024-12-28,-1,3.76,2533
S004,Supplier 4,P006,2024-06-21,2024-06-16,4,4.2,3470
S001,Supplier 1,P006,2024-04-23,2024-04-20,4,3.6,4909
